type,received_at,event_text_encoded,uptime_s,temp_c,gyro_z_dps,command_value,random,pd0,pd1,pd2,pd3,photoreflector_adc,wifi_signal_quality
telemetry,20:24:50,,897,34.99,0.12,0,917,165,5,8,17,600,90
telemetry,20:24:51,,898,35.93,0.12,0,496,165,5,8,16,600,90
telemetry,20:24:51,,898,35.46,0.18,0,226,165,5,8,16,599,90
telemetry,20:24:52,,899,34.53,0.06,0,277,165,5,8,16,600,90
telemetry,20:24:52,,899,34.99,0.12,0,488,165,5,8,16,600,90
telemetry,20:24:53,,900,34.99,0.18,0,207,165,5,8,16,599,90
telemetry,20:24:53,,901,34.53,0.06,0,723,165,5,8,17,600,90
telemetry,20:24:54,,901,34.53,0.12,0,693,165,5,9,17,600,90
telemetry,20:24:54,,902,34.53,0.12,0,720,166,5,8,17,599,90
telemetry,20:24:55,,902,34.99,0.12,0,357,165,5,8,16,600,90
telemetry,20:24:55,,903,35.46,0.12,0,556,165,5,8,16,599,90
telemetry,20:24:56,,903,34.99,0.06,0,91,165,5,8,16,600,90
telemetry,20:24:56,,904,34.99,0.12,0,832,165,5,8,16,600,90
telemetry,20:24:57,,904,34.99,0.18,0,252,165,5,8,16,600,90
telemetry,20:24:57,,905,34.99,0.12,0,86,165,5,8,16,599,90
telemetry,20:24:58,,905,36.87,0.06,0,999,165,5,8,16,600,90
telemetry,20:24:58,,906,34.99,0.18,0,575,165,5,8,16,600,90
telemetry,20:24:59,,906,35.93,0.12,0,541,165,5,8,17,599,90
telemetry,20:24:59,,907,34.99,0.12,0,807,165,5,8,17,600,90
telemetry,20:25:00,,907,34.99,0.12,0,490,165,5,8,16,599,90
telemetry,20:25:00,,908,34.53,0.18,0,612,165,5,8,17,600,90
telemetry,20:25:01,,908,34.53,0.18,0,965,165,5,8,17,600,90
telemetry,20:25:01,,909,34.99,0.12,0,864,165,5,8,17,600,90
telemetry,20:25:02,,909,34.53,0.12,0,973,165,5,8,16,600,91
telemetry,20:25:03,,910,34.99,0.12,0,198,165,5,8,17,600,91
telemetry,20:25:03,,910,32.65,0.12,0,61,165,5,9,18,600,91
telemetry,20:25:03,,911,34.53,0.12,0,766,166,5,9,18,600,91
telemetry,20:25:04,,911,35.46,0.12,0,97,165,5,9,18,599,91
telemetry,20:25:04,,912,34.99,0.12,0,506,165,5,9,18,599,91
telemetry,20:25:05,,912,34.53,0.18,0,483,165,5,9,18,600,91
telemetry,20:25:05,,913,34.99,0.18,0,603,165,5,9,18,600,91
telemetry,20:25:06,,913,33.12,0.12,0,694,165,5,9,18,600,91
telemetry,20:25:07,,914,34.99,0.12,0,948,165,5,9,18,600,91
telemetry,20:25:07,,914,34.99,0.12,0,896,165,5,9,18,599,91
pc_command,20:25:07,-40,0,0.00,NA,0,0,0,0,0,0,NA,91
pico_reply,20:25:07,ACK%2CSET_VALUE%2C-40,0,0.00,NA,0,0,0,0,0,0,NA,91
telemetry,20:25:08,,915,34.53,-40.36,-40,879,149,5,10,21,993,91
telemetry,20:25:08,,915,34.99,-22.68,-40,373,103,12,12,130,977,91
telemetry,20:25:09,,916,34.99,2.50,-40,166,85,11,13,143,987,91
telemetry,20:25:09,,916,34.53,18.47,-40,917,104,12,12,129,983,91
telemetry,20:25:10,,917,35.46,20.00,-40,294,136,7,11,52,812,91
telemetry,20:25:10,,917,35.93,23.65,-40,983,165,5,9,18,862,91
pc_command,20:25:10,0,0,0.00,NA,0,0,0,0,0,0,NA,91
pico_reply,20:25:10,ACK%2CSET_VALUE%2C0,0,0.00,NA,0,0,0,0,0,0,NA,91
telemetry,20:25:11,,918,34.99,65.12,0,123,186,7,6,18,735,91
telemetry,20:25:11,,918,34.53,45.73,0,826,187,38,4,14,738,91
telemetry,20:25:12,,919,34.53,15.00,0,216,151,92,3,12,738,91
telemetry,20:25:12,,919,34.99,-12.43,0,251,153,90,3,12,738,91
pc_command,20:25:12,CAPTURE,0,0.00,NA,0,0,0,0,0,0,NA,91
pico_reply,20:25:12,ACK%2CCAPTURE,0,0.00,NA,0,0,0,0,0,0,NA,91
camera,20:25:13,Camera%20image%20saved%3A%20camera_20260910_202513_774.bmp,0,0.00,NA,0,0,0,0,0,0,NA,91
telemetry,20:25:13,,920,35.46,-41.89,0,672,185,8,6,19,738,91
telemetry,20:25:14,,921,34.53,-35.67,0,771,166,5,9,19,739,91
telemetry,20:25:14,,922,35.93,-18.78,0,151,140,7,11,23,738,91
telemetry,20:25:15,,922,35.46,0.73,0,347,127,8,12,107,739,91
telemetry,20:25:15,,923,34.06,12.19,0,569,138,7,12,24,738,91
telemetry,20:25:16,,923,36.40,17.07,0,488,158,5,10,18,737,91
telemetry,20:25:16,,924,34.53,16.09,0,212,169,5,8,17,739,91
telemetry,20:25:17,,924,34.99,11.52,0,298,179,6,7,17,739,91
telemetry,20:25:17,,925,34.53,3.47,0,804,185,6,7,17,738,91
telemetry,20:25:18,,925,34.99,-1.28,0,967,185,7,7,17,738,91
telemetry,20:25:18,,926,36.40,-1.34,0,892,184,7,7,16,738,91
telemetry,20:25:19,,926,37.33,-1.34,0,873,182,6,6,14,739,91
telemetry,20:25:19,,927,34.99,0.06,0,397,182,6,6,14,738,91
telemetry,20:25:20,,927,34.06,0.12,0,607,182,6,6,14,738,91
telemetry,20:25:20,,928,36.40,0.18,0,782,182,6,6,14,738,91
telemetry,20:25:21,,928,34.99,0.12,0,794,182,6,6,14,739,91
telemetry,20:25:21,,929,34.06,0.12,0,861,182,6,6,13,738,91
telemetry,20:25:22,,929,35.46,0.18,0,836,182,6,6,14,739,91
telemetry,20:25:22,,930,34.53,0.12,0,126,182,6,6,14,739,91
telemetry,20:25:23,,930,34.99,0.12,0,402,182,6,6,13,739,91
telemetry,20:25:23,,931,34.06,0.12,0,204,182,6,6,13,738,91
telemetry,20:25:24,,931,37.33,0.12,0,931,181,6,6,13,739,91
telemetry,20:25:25,,932,35.46,0.18,0,967,181,6,6,13,739,91
telemetry,20:25:25,,932,34.99,0.12,0,494,181,6,6,13,738,91
telemetry,20:25:25,,933,34.99,0.12,0,605,181,6,6,14,739,91
telemetry,20:25:26,,933,35.46,0.12,0,200,182,6,6,15,738,91
telemetry,20:25:26,,934,35.46,0.06,0,442,182,6,6,15,738,91
telemetry,20:25:27,,934,34.06,0.12,0,194,182,6,7,16,739,91
telemetry,20:25:27,,935,34.99,0.12,0,843,181,6,6,15,739,91
telemetry,20:25:28,,935,37.33,0.12,0,970,182,6,6,15,738,91
telemetry,20:25:29,,936,35.46,0.12,0,862,181,6,6,14,738,91
telemetry,20:25:29,,936,34.99,0.12,0,748,181,6,6,14,739,91
telemetry,20:25:30,,937,34.99,0.12,0,269,181,6,7,16,738,91
telemetry,20:25:30,,937,35.46,0.12,0,232,181,6,7,16,739,91
telemetry,20:25:31,,938,35.46,0.12,0,408,181,6,6,15,738,91
telemetry,20:25:31,,938,34.53,0.12,0,499,181,6,6,15,738,91
telemetry,20:25:32,,939,35.46,0.12,0,422,181,6,6,15,738,91
telemetry,20:25:32,,939,34.53,0.12,0,10,181,6,7,15,738,91
telemetry,20:25:33,,940,41.08,0.12,0,865,181,6,6,15,738,91
telemetry,20:25:33,,940,35.46,0.18,0,36,181,6,6,12,739,91
telemetry,20:25:34,,941,35.93,0.06,0,320,181,6,5,11,738,91
telemetry,20:25:34,,941,34.99,0.18,0,592,181,6,5,11,738,91
telemetry,20:25:35,,942,34.53,0.12,0,936,181,6,5,11,738,91
telemetry,20:25:39,,942,34.99,0.18,0,812,181,6,5,11,738,90
telemetry,20:25:40,,943,34.99,0.06,0,194,181,6,5,11,738,90
telemetry,20:25:40,,943,34.53,0.06,0,823,182,6,5,12,739,90
telemetry,20:25:40,,944,34.99,0.06,0,650,181,6,5,12,739,90
telemetry,20:25:40,,944,34.99,0.12,0,932,182,6,5,12,739,90
telemetry,20:25:40,,945,34.99,0.12,0,465,181,6,5,12,739,90
telemetry,20:25:40,,945,34.99,0.12,0,370,182,6,6,16,739,90
telemetry,20:25:40,,946,34.99,0.12,0,9,182,6,6,17,739,90
telemetry,20:25:40,,946,35.46,0.12,0,911,182,6,6,15,738,90
telemetry,20:25:40,,947,35.46,0.12,0,40,183,6,6,17,739,90
telemetry,20:25:40,,947,33.59,0.12,0,285,183,6,6,17,738,90
telemetry,20:25:41,,948,35.46,0.06,0,89,183,6,6,17,738,90
telemetry,20:25:41,,948,35.93,0.18,0,462,183,6,6,17,738,90
telemetry,20:25:42,,949,35.93,0.06,0,416,183,6,6,17,739,90
telemetry,20:25:42,,949,34.53,0.24,0,230,183,6,6,17,739,90
pc_command,20:25:42,40,0,0.00,NA,0,0,0,0,0,0,NA,90
pico_reply,20:25:42,ACK%2CSET_VALUE%2C40,0,0.00,NA,0,0,0,0,0,0,NA,90
telemetry,20:25:43,,950,34.99,43.29,40,510,186,8,5,17,991,90
telemetry,20:25:43,,950,34.99,24.69,40,855,185,6,4,14,974,90
telemetry,20:25:44,,951,34.53,0.24,40,34,186,8,4,13,963,90
telemetry,20:25:44,,951,35.46,-19.14,40,480,185,6,4,14,954,90
pc_command,20:25:45,0,0,0.00,NA,0,0,0,0,0,0,NA,90
pico_reply,20:25:45,ACK%2CSET_VALUE%2C0,0,0.00,NA,0,0,0,0,0,0,NA,90
telemetry,20:25:45,,952,34.99,-68.71,0,618,184,6,5,17,855,90
telemetry,20:25:45,,952,34.99,-64.14,0,665,153,5,9,18,873,90
telemetry,20:25:46,,953,34.99,-40.79,0,226,65,8,13,164,875,90
telemetry,20:25:46,,953,35.46,-9.81,0,435,24,4,15,184,876,90
pc_command,20:25:46,CAPTURE,0,0.00,NA,0,0,0,0,0,0,NA,90
pico_reply,20:25:46,ACK%2CCAPTURE,0,0.00,NA,0,0,0,0,0,0,NA,90
camera,20:25:47,Camera%20image%20saved%3A%20camera_20260910_202547_771.bmp,0,0.00,NA,0,0,0,0,0,0,NA,90
telemetry,20:25:47,,954,35.46,35.06,0,529,90,11,11,144,880,90
telemetry,20:25:48,,955,34.99,41.58,0,64,151,5,10,20,874,90
telemetry,20:25:48,,955,34.53,37.31,0,198,181,6,7,18,875,90
telemetry,20:25:49,,956,34.99,22.19,0,397,184,6,5,18,874,90
telemetry,20:25:49,,957,34.99,1.89,0,486,186,6,5,16,874,90
telemetry,20:25:50,,957,35.46,-8.59,0,520,185,6,5,16,874,90
telemetry,20:25:50,,958,34.53,-14.32,0,341,184,7,5,15,874,90
telemetry,20:25:51,,958,34.99,-16.64,0,279,186,7,5,13,874,90
telemetry,20:25:51,,959,35.46,-14.57,0,81,179,5,6,14,874,90
telemetry,20:25:52,,959,34.99,-6.46,0,415,172,5,6,14,873,90
telemetry,20:25:52,,960,35.46,0.36,0,456,169,5,6,14,874,90
telemetry,20:25:53,,960,34.99,1.89,0,702,170,4,7,14,874,90
telemetry,20:25:53,,961,35.46,0.67,0,61,170,5,7,15,874,90
telemetry,20:25:54,,961,34.99,0.18,0,238,171,5,8,17,875,90
telemetry,20:25:54,,962,35.93,0.18,0,509,171,5,8,17,874,90
telemetry,20:25:55,,962,34.99,0.06,0,200,170,5,7,16,874,90
telemetry,20:25:55,,963,34.99,0.18,0,992,171,5,7,16,874,90
telemetry,20:25:56,,963,35.46,0.06,0,749,171,5,7,16,875,90
telemetry,20:25:56,,964,35.46,0.12,0,171,170,5,7,17,873,90
telemetry,20:25:57,,964,34.99,0.18,0,960,170,5,7,17,874,90
telemetry,20:25:58,,965,35.46,0.12,0,802,171,5,7,17,874,90
telemetry,20:25:58,,965,34.99,0.12,0,869,170,5,7,16,874,90
telemetry,20:25:58,,966,34.99,0.00,0,630,171,5,7,17,874,90
telemetry,20:25:59,,966,34.99,0.18,0,575,171,5,7,16,874,90
telemetry,20:26:00,,967,35.46,0.18,0,170,171,5,8,18,874,90
telemetry,20:26:00,,967,34.99,0.06,0,856,171,5,7,17,875,90
telemetry,20:26:00,,968,34.99,0.00,0,941,171,5,7,17,875,90
telemetry,20:26:01,,968,34.99,0.12,0,398,170,5,7,15,874,90
telemetry,20:26:01,,969,35.46,0.12,0,382,171,5,7,15,874,90
telemetry,20:26:02,,969,37.33,0.12,0,517,170,5,7,15,875,90
telemetry,20:26:03,,970,34.99,0.18,0,44,171,5,7,15,874,90
telemetry,20:26:03,,970,36.40,0.12,0,993,171,5,7,16,875,90
telemetry,20:26:04,,971,34.99,0.00,0,521,170,5,7,15,874,90
telemetry,20:26:04,,971,35.46,0.06,0,721,171,5,7,16,874,90
telemetry,20:26:05,,972,34.99,0.18,0,902,170,5,7,15,874,90
telemetry,20:26:05,,972,34.99,0.18,0,398,170,5,7,16,874,90
telemetry,20:26:06,,973,34.99,0.12,0,276,171,5,7,16,875,90
telemetry,20:26:06,,973,36.40,0.18,0,730,171,5,7,16,875,90
telemetry,20:26:07,,974,35.46,0.12,0,887,170,5,7,16,875,90
telemetry,20:26:07,,974,34.99,0.06,0,747,170,5,7,16,875,90
telemetry,20:26:08,,975,35.46,0.06,0,558,170,5,7,16,875,90
telemetry,20:26:08,,975,35.46,0.18,0,357,170,5,7,16,875,90
telemetry,20:26:09,,976,34.99,0.12,0,682,170,5,7,15,874,90
telemetry,20:26:09,,976,34.99,0.12,0,724,170,5,7,15,875,90
telemetry,20:26:10,,977,34.99,0.06,0,258,170,4,7,15,874,90
telemetry,20:26:10,,977,34.99,0.18,0,553,170,5,7,15,875,90
telemetry,20:26:11,,978,34.53,0.06,0,988,170,5,7,15,875,90
telemetry,20:26:11,,978,35.46,0.12,0,512,170,5,7,15,875,90
telemetry,20:26:12,,979,34.53,0.18,0,0,170,5,6,15,875,90
telemetry,20:26:12,,979,34.53,0.18,0,398,170,5,6,14,874,90
pc_command,20:26:12,20,0,0.00,NA,0,0,0,0,0,0,NA,90
pico_reply,20:26:12,ACK%2CSET_VALUE%2C20,0,0.00,NA,0,0,0,0,0,0,NA,90
telemetry,20:26:13,,980,35.46,32.01,20,739,174,5,7,15,961,90
telemetry,20:26:13,,980,34.53,24.32,20,951,185,7,5,15,715,90
telemetry,20:26:14,,981,34.06,5.73,20,77,184,6,5,16,991,90
telemetry,20:26:14,,981,34.53,-5.85,20,672,184,6,5,17,831,90
telemetry,20:26:15,,982,33.12,-9.02,20,992,186,7,5,17,584,90
telemetry,20:26:15,,982,35.46,-14.26,20,463,187,7,6,17,989,90
telemetry,20:26:16,,983,34.99,-14.32,20,179,181,6,6,17,816,90
telemetry,20:26:16,,983,34.99,-3.59,20,812,178,5,7,18,591,90
telemetry,20:26:17,,984,34.99,3.04,20,396,178,5,7,18,989,90
telemetry,20:26:17,,984,35.46,-4.39,20,930,179,5,7,18,826,90
pc_command,20:26:18,0,0,0.00,NA,0,0,0,0,0,0,NA,90
telemetry,20:26:19,,985,34.99,3.65,20,670,179,5,7,18,608,90
telemetry,20:26:19,,985,34.99,0.97,20,72,179,5,7,18,991,90
pico_reply,20:26:19,ACK%2CSET_VALUE%2C0,0,0.00,NA,0,0,0,0,0,0,NA,90
telemetry,20:26:19,,986,34.99,-26.21,0,272,166,5,8,18,599,90
telemetry,20:26:19,,986,35.46,-10.24,0,240,145,6,9,23,605,90
telemetry,20:26:20,,987,34.99,2.43,0,566,141,6,9,23,607,90
