type,received_at,event_text_encoded,uptime_s,temp_c,gyro_z_dps,gyro_z_angle_deg,command_value,random,pd0,pd1,pd2,pd3,photoreflector_adc,wifi_signal_quality
connection,10:15:59,Pico%20connected,0,0.00,NA,NA,0,0,0,0,0,0,NA,89
pico_reply,10:15:59,PICO_CONNECTED,0,0.00,NA,NA,0,0,0,0,0,0,NA,89
pico_reply,10:16:00,FRAME_STREAM%2C320%2C240%2CRGB565%2C153600%2C0509175e,0,0.00,NA,NA,0,0,0,0,0,0,NA,89
camera,10:16:00,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,89
camera,10:16:00,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,89
camera,10:16:00,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,89
camera,10:16:00,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,89
camera,10:16:00,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,89
camera,10:16:00,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,89
camera,10:16:00,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,89
camera,10:16:00,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,89
camera,10:16:00,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,89
camera,10:16:00,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,89
camera,10:16:00,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,89
camera,10:16:00,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,89
camera,10:16:00,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,89
camera,10:16:00,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,89
camera,10:16:00,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,89
camera,10:16:00,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,89
camera,10:16:00,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,89
camera,10:16:00,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,89
pico_reply,10:16:00,%CAZ%AAR%EAZ%CAZ%AAZ%CAZ%AAR%CBR%CBZ%EAR%EAZ%CAZ%AAb%AAZ%AAR%A9R%A9Z%CAZ%CAZ%CAZ%CAR%EAR%CAR%8AR%CAR%AAR%AAR%A9%5B,0,0.00,NA,NA,0,0,0,0,0,0,NA,89
camera,10:16:00,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,89
camera,10:16:00,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,89
pico_reply,10:16:00,1%A61%C61%C61%A61%86%29%A61%A51%C61%A69%A61%A61%A61%C51%C61%A61%A61%A61%C61%C61%C61%A71%C61%C61%C61%C61%C69%C61%C71%C61%C61%C61%E69%C79%C61%C69%E79%E79%E71%C71%E69%E69%E7%3A%202%209%E79%C79%E7A%E79%C79%E79%E79%E6%3A%20%3A%20%3A%20%3A%20%3A%209%E7%3A%20%3A%20%3A%20%3A%20B%20B%20A%E7B%27B%27%3AGB%28B%28B%28B%28B%28BHB%28B%28B%28BHB%28JHBHJhJiJiBhJ%89J%89J%89J%89JiJ%89J%89R%89RiJ%88JhJhJhJHJIJHJhB%29JiJHJHBHBHBHBHJHBHBHBHBHBHB%28B%28B%28B%28%3A%27B%27BHB%20B%28B%28B%28B,0,0.00,NA,NA,0,0,0,0,0,0,NA,89
pico_reply,10:16:00,R%CBJ%8AR%A9R%A9R%C9R%A9R%8AR%AAR%CAR%AAR%CAR%CAR%CAR%CAZ%CAZ%CAR%AAR%89R%89Z%CAR%AAR%A9R%AAR%CAR%CAR%CAR%CAR%AAR%CAR%CBR%CAR%CAZ%CBR%AAR%CBR%ABR%AAJ%AAR%CBZ%EBR%AAZ%E9R%CAR%EBZ%CAZ%ABZ%CAR%CAR%AAR%CBZ%EBZ%CBZ%CBZ%AAZ%ABR%CAR%CAR%CAZ%CAR%EAR%EA%5B%20Z%EBZ%CA%5B%20Z%EAZ%CAR%EAZ%EAb%EAZ%CBZ%EAZ%CBZ%CBZ%EAR%EAR%EAR%EAZ%EBZ%EBZ%EAZ%EBZ%CBZ%CBZ%CAZ%CBZ%ABR%EAS,0,0.00,NA,NA,0,0,0,0,0,0,NA,89
camera,10:16:00,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,89
pico_reply,10:16:00,B%27B%27B%28B%28J%28BHJHBHBhBhBhJHJhJ%88JhJhJhJhJ%89J%8AJ%88R%89RiJ%89J%A9J%89R%89J%89R%A9R%89R%89R%A9Z%C9R%A9R%C9R%A9R%CAR%8BJ%8AR%C9R%8AR%AAR%CAR%C9R%C9Z%AAR%AAR%A9R%A9R%CAR%CAR%CAR%CAZ%C9Z%EAR%CAZ%CAZ%CBR%8AR%CAZ%AAZ%AAR%CAR%CAR%CAR%CAZ%CAR%AAR%CAR%EAR%CAZ%AAR%AAR%EAR%EBR%EBR%EAR%EAb%EBRkR%CAR%CAZ%CBZ%CAZ%CAZ%CAZ%CAZ%CAZ%AAZ%CAZ%CAZ%EBZ%CBZ%CBZ%CBZ%CAZ%CAZ%EB%5B%20R%EAZ%EBZ%CBZ%CA%5B%20Z%EAZ%EA%5B,0,0.00,NA,NA,0,0,0,0,0,0,NA,89
pico_reply,10:16:00,%5B,0,0.00,NA,NA,0,0,0,0,0,0,NA,89
pico_reply,10:16:00,b%EAZ%CBZ%EAZ%EBb%CBb%EBZ%CAZ%CA%5B,0,0.00,NA,NA,0,0,0,0,0,0,NA,89
camera,10:16:00,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,89
pico_reply,10:16:00,JHJHBHBHJiBHBGBGB%28B%28B%20B%28B%27B%28B%28JHBHBhBIBhBhBHJiJiBiJiJhJhJ%88JiJjJhJ%89J%89J%89J%89J%89R%A9J%8AR%AAR%8AR%8AR%A9R%CAR%EAR%CAR%CAR%AAR%ABJ%AAR%CAZ%8BR%AAR%CAR%CAR%CAR%CAR%EAZ%EAZ%EBR%CAR%CAR%CAR%AAR%CAZ%EAR%CAR%CAR%ABR%8AZ%C9Z%CAZ%AAR%AAR%CAR%CAZ%CAZ%EAZ%AAR%AAR%CAR%CBZ%AAZ%CAR%EAR%EAR%EAR%EBR%CBZ%EBZ%ABZ%CAR%AAR%CBZ%CAZ%CAZ%EAZ%EAZ%EAZ%ABZ%CAZ%ABb%EBZ%CAZ%CBZ%ABZ%CBZ%EAZ%EBZ%EBR%CB%5B,0,0.00,NA,NA,0,0,0,0,0,0,NA,89
pico_reply,10:16:00,Z%CBZ%CBZ%EAZ%EBZ%CAZ%EAb%EAb%EBZ%EBZ%EBZ%EBb%CBZ%CBZ%EAZ%CA%5B%20R%EA%5B%20%5B%20Z%EBZ%EBZ%EBc%20b%ECZ%EBZ%EBZ%EBZ%CBb%EBZ%CBZ%CAZ%CAZ%EAZ%CAZ%ABZ%CBb%AAZ%CBZ%CBZ%EAZ%CAZ%CAZ%CAb%EBZ%EBZ%ECb%EBZ%EBZ%CBc%20R%CBZ%EBZ%CBZ%CBb%EBZ%AA%5B%20S,0,0.00,NA,NA,0,0,0,0,0,0,NA,89
camera,10:16:00,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,89
pico_reply,10:16:00,R%AAR%CAR%CAR%CAZ%AAR%CAR%AAR%ABZ%CBZ%AAZ%CBR%CAR%EAR%CAR%EAR%EAZ%EBR%CBR%CBR%CAR%EAR%CAR%CAR%CAZ%CBR%AAZ%C9Z%CAZ%EAZ%AAZ%AAZ%CAZ%CBZ%EAZ%CAZ%EAZ%AAZ%CA%5B%20Z%EBR%AAZ%CAR%EAR%EAR%EAZ%EBZ%ABZ%EBb%CAb%CBR%CAZ%EAZ%EAZ%CAZ%CAb%EAZ%CBZ%EBZ%CAZ%CBZ%CBZ%EAZ%CBZ%CBZ%CBZ%CBZ%EBZ%EBZ%CAc,0,0.00,NA,NA,0,0,0,0,0,0,NA,89
camera,10:16:00,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,89
