type,received_at,event_text_encoded,uptime_s,temp_c,gyro_z_dps,command_value,random,pd0,pd1,pd2,pd3,photoreflector_adc,wifi_signal_quality
telemetry,17:35:31,,63,22.82,0.00,0,603,769,768,767,766,984,95
telemetry,17:35:31,,64,22.82,0.06,0,151,769,769,767,766,841,95
telemetry,17:35:32,,64,22.82,0.48,0,52,769,768,767,765,575,95
telemetry,17:35:32,,65,22.82,1.15,0,478,769,769,767,765,611,95
telemetry,17:35:33,,65,22.82,0.18,0,229,769,768,767,764,663,95
telemetry,17:35:33,,66,22.82,-1.21,0,706,769,768,767,764,685,95
telemetry,17:35:34,,66,22.82,0.42,0,535,769,768,767,764,830,95
telemetry,17:35:34,,67,22.82,0.36,0,384,769,769,767,764,871,95
telemetry,17:35:35,,67,22.82,0.42,0,812,769,769,767,764,991,95
telemetry,17:35:35,,68,22.82,0.18,0,674,769,769,767,764,988,95
telemetry,17:35:36,,68,23.29,0.42,0,156,769,768,766,764,985,95
telemetry,17:35:36,,69,22.82,0.36,0,987,769,768,767,764,950,95
telemetry,17:35:37,,69,22.82,0.60,0,464,769,768,767,764,779,95
telemetry,17:35:37,,70,22.82,0.48,0,350,769,768,767,764,640,95
telemetry,17:35:38,,70,22.82,0.30,0,619,769,768,767,765,683,95
telemetry,17:35:38,,71,22.82,0.18,0,814,769,768,767,766,668,95
telemetry,17:35:39,,71,22.82,0.36,0,658,769,768,767,766,748,95
pc_command,17:35:39,100,0,0.00,NA,0,0,0,0,0,0,NA,95
pico_reply,17:35:39,ACK%2CSET_VALUE%2C100,0,0.00,NA,0,0,0,0,0,0,NA,95
telemetry,17:35:39,,72,23.29,-1.03,100,645,769,768,767,766,969,95
telemetry,17:35:40,,72,22.82,0.36,100,317,769,768,767,766,991,95
telemetry,17:35:40,,73,22.82,1.46,100,588,769,768,767,766,860,95
telemetry,17:35:41,,73,22.82,1.34,100,579,769,768,767,766,558,95
telemetry,17:35:41,,74,23.29,0.06,100,39,770,768,767,766,946,95
telemetry,17:35:42,,74,22.82,0.18,100,283,769,769,767,766,991,95
pc_command,17:35:42,0,0,0.00,NA,0,0,0,0,0,0,NA,95
pico_reply,17:35:42,ACK%2CSET_VALUE%2C0,0,0.00,NA,0,0,0,0,0,0,NA,95
telemetry,17:35:42,,75,22.82,0.24,0,98,769,768,767,766,570,95
telemetry,17:35:43,,75,23.29,0.67,0,116,770,768,767,766,701,95
telemetry,17:35:43,,76,22.82,0.60,0,46,769,768,767,766,712,95
telemetry,17:35:44,,76,23.29,0.42,0,360,769,768,767,765,648,95
telemetry,17:35:44,,77,22.82,-1.15,0,186,769,769,767,766,596,95
telemetry,17:35:45,,77,23.29,0.12,0,334,769,768,767,766,827,95
telemetry,17:35:45,,78,23.29,1.15,0,713,769,769,767,766,878,95
telemetry,17:35:46,,78,23.29,-1.70,0,365,769,769,767,765,800,95
telemetry,17:35:46,,79,23.29,0.18,0,801,769,768,767,764,839,95
telemetry,17:35:47,,79,23.29,0.06,0,21,769,768,767,765,946,95
telemetry,17:35:47,,80,22.82,0.18,0,322,769,768,767,766,990,95
pc_command,17:35:48,CAPTURE,0,0.00,NA,0,0,0,0,0,0,NA,95
telemetry,17:35:48,,80,22.82,0.24,0,832,769,769,767,765,992,95
pico_reply,17:35:48,ACK%2CCAPTURE,0,0.00,NA,0,0,0,0,0,0,NA,95
pico_reply,17:35:48,ERROR%2CCAMERA%2CSCCB%20communication%20failed,0,0.00,NA,0,0,0,0,0,0,NA,95
telemetry,17:35:48,,81,22.82,0.12,0,314,769,769,767,766,987,95
telemetry,17:35:49,,81,23.76,0.73,0,149,769,768,767,766,989,95
telemetry,17:35:50,,82,24.22,0.54,0,714,769,769,767,766,991,95
telemetry,17:35:50,,82,23.29,0.06,0,725,769,769,767,766,989,95
telemetry,17:35:51,,83,24.69,0.12,0,269,769,769,767,766,960,95
telemetry,17:35:51,,83,23.29,0.54,0,883,769,768,767,765,869,95
telemetry,17:35:51,,84,23.29,0.48,0,429,769,768,767,765,780,95
telemetry,17:35:52,,84,23.29,0.48,0,946,769,769,767,765,618,95
telemetry,17:35:52,,85,23.29,0.97,0,295,769,768,767,765,556,95
telemetry,17:35:53,,85,23.76,0.06,0,334,769,768,767,766,707,95
telemetry,17:35:53,,86,24.22,0.00,0,55,769,768,767,765,701,95
telemetry,17:35:54,,86,27.97,-1.46,0,112,769,769,767,766,606,95
telemetry,17:35:55,,87,23.29,0.73,0,94,769,768,767,765,822,95
telemetry,17:35:55,,87,29.37,0.36,0,408,769,768,767,765,845,95
telemetry,17:35:56,,88,23.76,0.48,0,380,769,768,767,765,797,95
telemetry,17:35:56,,89,22.82,1.03,0,591,769,768,767,765,864,95
telemetry,17:35:57,,89,24.22,0.36,0,369,769,769,767,765,986,95
telemetry,17:35:57,,90,23.76,0.85,0,471,769,768,767,765,988,95
pc_command,17:35:57,CAPTURE,0,0.00,NA,0,0,0,0,0,0,NA,95
pico_reply,17:35:57,ACK%2CCAPTURE,0,0.00,NA,0,0,0,0,0,0,NA,95
camera,17:36:00,Camera%20image%20saved%3A%20camera_20260910_173600_565.bmp,0,0.00,NA,0,0,0,0,0,0,NA,95
telemetry,17:36:00,,93,22.35,0.36,0,522,769,769,767,765,601,95
telemetry,17:36:01,,93,23.76,0.06,0,602,769,768,767,765,604,95
telemetry,17:36:01,,94,22.35,0.18,0,586,769,769,767,765,707,95
telemetry,17:36:02,,94,23.76,0.48,0,889,769,768,767,765,628,95
telemetry,17:36:02,,95,23.76,0.48,0,807,769,768,767,765,762,95
telemetry,17:36:03,,95,23.29,0.18,0,956,769,768,767,765,845,95
telemetry,17:36:03,,96,23.29,0.06,0,271,769,768,767,765,750,95
telemetry,17:36:04,,96,24.22,0.12,0,970,769,768,767,765,919,95
telemetry,17:36:04,,97,23.29,1.40,0,269,769,768,767,765,986,95
telemetry,17:36:05,,97,23.76,0.12,0,548,769,768,767,765,986,95
telemetry,17:36:05,,98,23.76,0.06,0,328,769,768,767,765,991,95
telemetry,17:36:06,,98,23.76,0.24,0,117,769,768,767,765,978,95
telemetry,17:36:06,,99,23.29,0.18,0,774,769,768,767,765,948,95
telemetry,17:36:07,,99,22.82,0.48,0,517,769,768,767,766,825,95
telemetry,17:36:07,,100,23.29,0.67,0,479,769,768,767,765,625,95
telemetry,17:36:08,,100,23.76,0.36,0,914,769,768,767,765,560,95
pc_command,17:36:08,CAPTURE,0,0.00,NA,0,0,0,0,0,0,NA,95
pico_reply,17:36:08,ACK%2CCAPTURE,0,0.00,NA,0,0,0,0,0,0,NA,95
camera,17:36:09,Camera%20image%20saved%3A%20camera_20260910_173609_472.bmp,0,0.00,NA,0,0,0,0,0,0,NA,95
telemetry,17:36:09,,102,22.82,0.30,0,519,769,769,766,765,604,95
telemetry,17:36:10,,102,23.76,0.00,0,293,769,769,767,766,828,95
telemetry,17:36:10,,103,23.29,0.54,0,103,769,768,767,765,848,95
telemetry,17:36:11,,103,23.76,0.54,0,161,769,769,766,765,839,95
telemetry,17:36:11,,104,23.29,0.06,0,982,769,769,767,765,960,95
telemetry,17:36:12,,104,23.76,0.48,0,632,769,769,767,765,989,95
telemetry,17:36:12,,105,23.76,0.30,0,883,769,769,767,765,990,95
telemetry,17:36:13,,105,22.35,-1.09,0,525,769,769,767,765,991,95
telemetry,17:36:13,,106,24.22,0.67,0,665,769,769,767,764,986,95
telemetry,17:36:14,,106,23.29,0.18,0,165,769,769,767,763,945,95
telemetry,17:36:14,,107,23.76,0.18,0,957,769,768,767,764,844,95
telemetry,17:36:15,,107,23.76,0.00,0,244,770,768,767,765,699,95
telemetry,17:36:15,,108,25.16,0.79,0,102,769,768,767,764,585,95
telemetry,17:36:16,,108,24.22,-1.28,0,161,769,768,767,765,712,95
telemetry,17:36:16,,109,24.69,0.24,0,541,769,769,767,766,656,95
telemetry,17:36:17,,109,23.29,0.42,0,722,769,769,767,767,596,95
telemetry,17:36:17,,110,23.29,0.06,0,814,769,769,767,766,868,95
telemetry,17:36:18,,110,23.76,-1.28,0,791,769,768,767,766,803,95
telemetry,17:36:18,,111,23.76,0.60,0,227,769,769,767,766,834,95
telemetry,17:36:19,,111,24.22,0.00,0,706,769,769,767,766,956,95
telemetry,17:36:19,,112,23.76,0.67,0,490,769,769,767,766,991,95
telemetry,17:36:20,,112,23.76,0.67,0,668,769,769,767,766,989,95
telemetry,17:36:20,,113,22.82,0.06,0,493,769,769,767,766,991,95
telemetry,17:36:21,,113,23.29,0.12,0,300,769,769,767,766,969,95
telemetry,17:36:21,,114,23.29,0.18,0,105,769,769,767,766,907,95
telemetry,17:36:22,,114,23.76,0.12,0,180,769,768,767,766,826,95
telemetry,17:36:22,,115,23.76,0.12,0,515,769,769,767,766,576,95
telemetry,17:36:23,,115,23.29,0.67,0,670,769,768,767,766,559,95
telemetry,17:36:23,,116,24.22,0.06,0,104,769,769,767,766,702,95
telemetry,17:36:24,,116,24.22,-1.46,0,442,769,768,767,766,670,95
telemetry,17:36:24,,117,23.76,0.18,0,104,769,769,767,767,615,95
telemetry,17:36:25,,117,23.76,0.79,0,870,769,769,767,766,872,95
telemetry,17:36:25,,118,23.29,0.12,0,922,769,769,767,766,780,95
telemetry,17:36:26,,118,23.29,0.12,0,77,769,768,767,766,867,95
telemetry,17:36:26,,119,23.76,0.54,0,43,769,768,767,766,986,95
telemetry,17:36:27,,119,23.76,0.73,0,31,769,768,767,766,988,95
telemetry,17:36:27,,120,23.76,0.24,0,71,769,768,767,766,988,95
telemetry,17:36:28,,120,24.69,0.73,0,485,769,768,767,766,991,95
telemetry,17:36:28,,121,24.22,0.18,0,643,769,768,767,766,965,95
telemetry,17:36:29,,121,24.69,-1.58,0,638,769,768,767,766,891,95
telemetry,17:36:29,,122,23.76,0.06,0,478,769,768,767,766,789,95
telemetry,17:36:30,,122,23.29,0.24,0,579,769,769,767,766,593,95
telemetry,17:36:30,,123,23.76,0.48,0,774,769,768,767,766,557,95
telemetry,17:36:31,,123,23.76,0.30,0,794,769,768,767,766,704,95
telemetry,17:36:31,,124,23.29,0.42,0,177,769,768,767,767,656,95
telemetry,17:36:32,,124,23.76,0.06,0,803,769,768,767,767,581,95
telemetry,17:36:32,,125,24.69,0.42,0,513,769,768,767,767,828,95
telemetry,17:36:33,,125,23.76,0.12,0,714,770,768,768,767,831,95
telemetry,17:36:33,,126,23.76,0.18,0,870,769,768,767,766,806,95
telemetry,17:36:34,,126,24.22,-1.03,0,498,769,768,767,766,929,95
telemetry,17:36:34,,127,23.29,0.30,0,353,769,769,767,766,990,95
telemetry,17:36:35,,127,23.29,0.85,0,612,769,768,767,766,989,95
telemetry,17:36:35,,128,23.29,0.36,0,131,769,768,767,766,991,95
telemetry,17:36:36,,128,23.29,0.30,0,128,769,768,767,766,987,95
telemetry,17:36:36,,129,23.29,0.36,0,613,769,768,767,766,982,95
telemetry,17:36:37,,129,23.29,0.79,0,176,769,768,767,766,873,95
telemetry,17:36:37,,130,22.82,0.73,0,990,769,768,767,766,796,95
telemetry,17:36:38,,130,23.76,0.30,0,69,769,768,767,766,598,95
telemetry,17:36:38,,131,23.29,0.18,0,159,769,768,767,766,564,95
telemetry,17:36:39,,131,23.29,-1.95,0,575,769,768,767,766,703,95
telemetry,17:36:39,,132,23.29,0.36,0,880,769,768,767,766,669,95
telemetry,17:36:40,,132,23.76,0.12,0,251,769,768,767,766,601,95
telemetry,17:36:40,,133,24.22,-2.01,0,350,769,768,767,767,879,95
telemetry,17:36:41,,133,22.82,0.73,0,665,769,768,767,767,833,95
telemetry,17:36:41,,134,23.76,0.12,0,366,769,768,767,766,819,95
telemetry,17:36:42,,134,23.76,0.06,0,632,769,768,767,767,924,95
telemetry,17:36:42,,135,24.69,0.06,0,168,769,768,767,767,978,95
