type,received_at,event_text_encoded,uptime_s,temp_c,gyro_z_dps,gyro_z_angle_deg,command_value,random,pd0,pd1,pd2,pd3,photoreflector_adc,wifi_signal_quality
connection,09:47:15,Pico%20connected,0,0.00,NA,NA,0,0,0,0,0,0,NA,97
pico_reply,09:47:15,PICO_CONNECTED,0,0.00,NA,NA,0,0,0,0,0,0,NA,97
pico_reply,09:47:17,FRAME_STREAM%2C320%2C240%2CRGB565%2C153600%2C92da940d,0,0.00,NA,NA,0,0,0,0,0,0,NA,97
camera,09:47:17,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,97
camera,09:47:17,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,97
camera,09:47:17,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,97
pico_reply,09:47:17,%20%A3%20%A2%20%A2%20%A2%20%A3%20%C3%20%A3%20%A3%20%82%20%82%20%A3%20%A3%20%A3%20%C3%20%A3%20%A3%20%83%20%A2%20%A2%20%A1%20%C3%20%A3%20%A2%20%A3%20%83%20%A2%20%A2%20%A3%20%A3%20%C2%20%A2%20%A3%20%A2%20%C3%20%83%20c%20%82%20%A3%20c%20%A2%20%A3%20c%20c%20-l-lMlMt-l.lMlNlNlMlMt-t.t.tNlMt-tMtMtMlMlMlo%3A%EB%3A%E7d%20t%8CtMt-l-t-tMt-tNt.tNtMlMt.lNlMtMtMtMtmtntntNtntNtMtmtNtNtntntntNtmt%8EtntntntNtnlntnlnl%8DtmtNtn%7CmtnlMl%8Dd.tnd-lMtO%5BNKIdkl,0,0.00,NA,NA,0,0,0,0,0,0,NA,97
pico_reply,09:47:17,K%28c%EAc%EBl%20lldMT%2FT%20%2F%2F%20cO%3A%20,0,0.00,NA,NA,0,0,0,0,0,0,NA,97
camera,09:47:17,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,97
camera,09:47:17,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,97
pico_reply,09:47:17,Mtnl-l-lMl.tMl-lLlltMtMtMlMd%2CdLl%5B.2j%2F%27C%20l,0,0.00,NA,NA,0,0,0,0,0,0,NA,97
camera,09:47:17,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,97
pico_reply,09:47:17,%20%A3%3AI%29%8A%20BC%23lLl-l%8EtnlMtmlmd%CDl%8Fk%F2%20K%20%20%20%20%20%84%2A%20C%20%5B%89d%2Bl%8Dl0K%90%2AJ%3AJ%29%E81%A7%21%27%20%A3%20%83%20%25%20%25%20%25%20%C5%20%24%20%C1S%86l%2C%7C%8FlMtMtmtmtmtntnlnt%8DtnlMtmtmtMlMtmtntmtNtMtNtNtmtmtmlntMtMtntml%8DtntntntMtMtNtmtMtMtntNtntntNtNtMtmtmlMtMtMlMtmtntmlMlMtmtNtMlmlmlMlMlMtMlMl-l-lLlMtMtMlmd-dMd-k%ED%5BM2J%2FFC%26l,0,0.00,NA,NA,0,0,0,0,0,0,NA,97
camera,09:47:17,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,97
camera,09:47:17,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,97
camera,09:47:17,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,97
camera,09:47:17,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,97
camera,09:47:17,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,97
camera,09:47:17,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,97
camera,09:47:18,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,97
camera,09:47:18,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,97
camera,09:47:18,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,97
camera,09:47:18,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,97
pico_reply,09:47:18,t-t-t.t-lLlLlMt-tNl-lMlMtMtMtMlMlMlLl%2BC%2A%20%E5%20%E2%20%E3%20%E3%20%E2%20%E2%20%E3%21%C3%20%C3%20%C3%20%C2%20%E3%20%E3%20%E2%20%C2%20%C2%20%E3%20%C2%20%C2%20%C3%20%C3%20%C2%20%C2%20%C2%20%A2%20%A2%20%C2%20%A3%20%A3%20%A3%20%A3%20%A3%20%C2%20%A2%20%A3%20%C2%20%A3%20%C2%20%A3%20%C2%20%C2%20%C3%20%A2%20%C2%20%C2%20%C3%20%C3%20%C3%20%C2%20%A2%20%C3%20%C3%20%E3%20%E3%20%C3%20%C3%21%E3%29%E4%29%E4%2A%23%2A%24%2A%242%252%20%2A%25%3Ae%3Ag2G%3AF%3Af%3Af%3AG%3AF%3AF2%27%3A%27%3A%27%3A%2Bt%CFC%20%20l%ABdNlNtnlMlMlnlntn%7Cnl.tMtnlnlnlMtNl%8Ed-d%20C,0,0.00,NA,NA,0,0,0,0,0,0,NA,97
camera,09:47:18,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,97
camera,09:47:18,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,97
pico_reply,09:47:18,t0k%20%20g,0,0.00,NA,NA,0,0,0,0,0,0,NA,97
camera,09:47:18,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,97
pico_reply,09:47:18,%20%83%20%A3%21%C3%29%E5%21%C5%21%E4%2A%202%252F%3AF%3Ah%3AG%3AG%3AF%3AG%3AG%3AG%3AG%3Af%3Ag2GBfBF%3Af%3AGB%26B%26B%8D%7C%91%21%AD%20cl%8AdplOl%20c%CCdNlmlntNtNlnlntntntntnlmlndNl%20%3A%CBB%E7tLt-tltmt-t-tmlMlnlMtntntNtNtMlMlMtmtntntntnt%8Et%8Et%8Elntnt%8Etntntntntntntnt%8Etntntnt%8Et%8Et%8Etm%7C%AEt%8Et%8Etnl%8E%7Cnk0%21%C82%A5%5B%ADK%2BK%2BK%20C,0,0.00,NA,NA,0,0,0,0,0,0,NA,97
camera,09:47:18,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,97
pico_reply,09:47:18,%20%C2%20%C3%20%C2%20%A3%20%A3%20%A2%20%C3%20%C2%21%C3%20%C3%20%A2%21%C3%20%A3%21%C3%21%C3%21%E3%21%E32%24%2A%20%29%E42%202F2F%3AF%3Af%3A%87B%86Bg%3Ag%3Ag%3AFBG%3AG%3Ag%3Ag%3AF%3Ag%3AgBgBG%3AG%3AFB%27B%27B%AFtN%29%CC%20%84K%88KMS%2CS,0,0.00,NA,NA,0,0,0,0,0,0,NA,97
camera,09:47:18,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,97
camera,09:47:18,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,97
pico_reply,09:47:18,%8Et%8E%84Oc02%88S,0,0.00,NA,NA,0,0,0,0,0,0,NA,97
pico_reply,09:47:18,%3A%20%20%E5%20%E5%20%20%20%25%20%25%20D%20%83%2A,0,0.00,NA,NA,0,0,0,0,0,0,NA,97
camera,09:47:18,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,97
camera,09:47:18,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,97
camera,09:47:18,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,97
pico_reply,09:47:18,nt%8Etotolotn%7C%8Ft%8Et%8EtNt%8Et%8Ft%8Et%8Et%8Et%8EtntntnlOt0s%F02,0,0.00,NA,NA,0,0,0,0,0,0,NA,97
pico_reply,09:47:18,1%C7%2A%26%3A%879%EC%20%A6%20B%20%60S%E6%7C%EEd%2Fl%20c%8F2%8B%3B,0,0.00,NA,NA,0,0,0,0,0,0,NA,97
pico_reply,09:47:18,%3B%2BJ%8C%21J%20%E3%21%E4%3A%89%3AJ%2A%292%86%5B%CAl%20%5B%20%20f2Cl%2C%7C%20%29%AC%20%83S%85l%ADtoc0%20%28%20%A2%5B%E9t%CEl%8E%7C%AFkQ%20%EA%20AK%20%7C%CDt%8E%84oZ%CF%20g%20%81%5B%A6tntotntntntntntntntntntntntntntnt%8Etotntntntmt%8Et%8EtnlNtNtNtmtntnt%8EtntntntNtNtNtNtnlOtNtntntntntntntntntntntMtmtNtntntntntnlMtNtNtNtNtMtNlMtMlNlnlNtNlNtnlNlNlMlMlMdMlMc%8E2K%2AhShdl.lM,0,0.00,NA,NA,0,0,0,0,0,0,NA,97
camera,09:47:18,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,97
camera,09:47:18,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,97
pico_reply,09:47:18,%87%3AfB%87BG%3Ag%3AgBGBH%3AGJf%3A%20%3A%26%3A%26%3A%20%29%CD%20%20CDT-T%20t%2F%5B%8Ed%20%7CNtMtNtNtNlNlNlntmtnlmt%8Dlnl%8EtOS%8E%3A%C7c%C9lNtmtNl%2CtMlmlMtNlNtNtNtNtntNtNtntnt%8Etntntnt%8Et%AEtntntntntototNlot%8EtntN%7CNt%8Ftnt%8Etntnt%8Et%8Ft%8Etntot%8El%8Et%8Elol%8Edodmdnl%AFkQ1K%20%A2%20%A0S%A8t%90d-d.lNs%D1BM%20%20%20%E4%20%C4%20%E5%20%C5%20e%20C%20%A5%20%C4%20BKFs%EF%5B%20%20%A5%3A%A3l%7B%D0%20,0,0.00,NA,NA,0,0,0,0,0,0,NA,97
camera,09:47:18,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,97
camera,09:47:18,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,97
camera,09:47:18,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,97
camera,09:47:18,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,97
camera,09:47:18,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,97
camera,09:47:19,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,97
camera,09:47:19,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,97
camera,09:47:19,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,97
camera,09:47:19,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,97
camera,09:47:19,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,97
pico_reply,09:47:19,%929K%20%83%20%E0KEu%20t%D0kR%29,0,0.00,NA,NA,0,0,0,0,0,0,NA,97
camera,09:47:19,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,97
pico_reply,09:47:19,Bg%3AgBg%3AgBf%3A%27%3A%27%3A0c%92%20%81C%23u%20%84%91J%B1%20,0,0.00,NA,NA,0,0,0,0,0,0,NA,97
camera,09:47:19,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,NA,0,0,0,0,0,0,NA,97
