type,received_at,event_text_encoded,uptime_s,temp_c,gyro_z_dps,command_value,random,pd0,pd1,pd2,pd3,photoreflector_adc,wifi_signal_quality
telemetry,21:49:34,,200,26.10,1.82,0,969,10,4,10,166,740,92
telemetry,21:49:35,,200,27.03,-3.53,0,753,10,4,10,167,734,92
telemetry,21:49:35,,201,26.57,1.46,0,156,10,4,10,166,829,92
telemetry,21:49:36,,201,26.57,7.92,0,373,10,4,10,165,910,92
telemetry,21:49:36,,202,26.10,-1.95,0,25,10,4,10,166,965,92
telemetry,21:49:37,,202,26.10,-2.86,0,361,10,4,10,166,971,92
telemetry,21:49:37,,203,26.10,-1.03,0,683,10,4,10,166,971,92
telemetry,21:49:38,,203,26.10,0.36,0,383,10,4,9,166,971,92
telemetry,21:49:38,,204,26.10,0.18,0,740,10,4,9,166,977,92
telemetry,21:49:39,,204,26.10,0.60,0,507,10,4,11,167,983,92
telemetry,21:49:39,,205,26.57,-3.96,0,117,10,4,11,167,991,92
telemetry,21:49:40,,205,27.03,0.60,0,432,10,4,11,167,990,92
telemetry,21:49:41,,206,26.57,0.48,0,311,10,4,11,167,991,92
telemetry,21:49:41,,206,27.03,0.12,0,805,10,4,12,167,989,92
telemetry,21:49:41,,207,26.57,2.25,0,268,11,4,12,167,989,92
telemetry,21:49:42,,207,26.10,1.34,0,536,10,4,10,165,987,92
telemetry,21:49:42,,208,26.10,-1.34,0,758,10,4,9,166,985,92
telemetry,21:49:43,,208,26.57,-3.04,0,39,10,4,9,167,989,92
telemetry,21:49:43,,209,26.57,-2.68,0,498,10,4,9,166,992,92
telemetry,21:49:44,,209,27.03,-1.76,0,989,10,4,9,166,991,92
telemetry,21:49:45,,210,26.57,2.98,0,604,10,4,10,166,882,92
telemetry,21:49:45,,210,27.03,0.36,0,797,10,4,10,166,881,92
telemetry,21:49:46,,211,27.03,-2.62,0,262,10,4,10,166,835,92
telemetry,21:49:46,,211,27.03,-1.34,0,742,10,4,12,166,840,92
telemetry,21:49:47,,212,27.50,0.48,0,723,10,4,12,166,842,92
telemetry,21:49:47,,212,26.10,0.24,0,625,10,4,12,166,846,92
telemetry,21:49:48,,213,27.03,0.00,0,386,10,4,12,166,847,92
telemetry,21:49:48,,214,27.03,-1.64,0,170,10,4,10,166,824,92
telemetry,21:49:49,,214,26.57,0.85,0,92,10,4,10,166,823,92
telemetry,21:49:49,,215,27.03,0.97,0,433,10,4,10,166,842,92
telemetry,21:49:50,,215,26.57,3.90,0,494,10,4,10,165,776,92
telemetry,21:49:50,,216,27.03,1.40,0,778,10,4,10,165,676,92
telemetry,21:49:51,,216,26.10,0.97,0,438,10,4,10,165,638,92
telemetry,21:49:51,,217,27.03,12.37,0,760,10,4,10,166,722,92
telemetry,21:49:52,,217,27.03,-6.76,0,638,10,4,10,165,707,92
telemetry,21:49:52,,218,26.57,-4.14,0,568,10,4,10,165,652,92
telemetry,21:49:53,,218,27.03,1.34,0,501,10,4,10,165,656,92
telemetry,21:49:53,,219,26.57,0.85,0,719,10,4,9,165,661,92
telemetry,21:49:54,,219,26.57,0.36,0,292,10,4,9,165,662,92
telemetry,21:49:54,,220,27.50,0.54,0,717,10,4,11,167,671,92
telemetry,21:49:56,,220,27.50,0.06,0,799,10,4,11,166,672,92
telemetry,21:49:56,,221,27.03,0.00,0,279,10,4,12,167,672,92
telemetry,21:49:56,,221,27.03,-2.07,0,555,11,4,12,166,730,92
telemetry,21:49:56,,222,26.57,0.67,0,433,10,4,12,167,731,92
telemetry,21:49:57,,222,27.03,0.18,0,36,10,4,12,167,752,92
telemetry,21:49:57,,223,27.03,0.00,0,358,10,4,12,167,753,92
telemetry,21:49:58,,223,27.50,0.12,0,776,10,4,11,166,753,92
telemetry,21:49:58,,224,25.63,-5.60,0,769,10,4,10,166,740,92
telemetry,21:49:59,,224,26.57,-3.90,0,386,10,4,10,165,828,92
telemetry,21:49:59,,225,27.03,0.12,0,4,10,4,10,166,858,92
telemetry,21:50:00,,225,27.03,3.84,0,88,10,4,11,166,956,91
telemetry,21:50:00,,226,27.50,10.36,0,566,10,4,11,166,991,91
telemetry,21:50:01,,226,27.03,-4.26,0,759,10,4,11,166,985,91
telemetry,21:50:01,,227,27.03,-4.14,0,291,10,4,11,165,989,91
telemetry,21:50:02,,227,26.57,0.30,0,393,10,4,11,168,986,91
telemetry,21:50:02,,228,27.03,0.12,0,724,10,4,11,167,986,91
telemetry,21:50:03,,228,27.50,5.97,0,222,10,4,10,165,990,91
telemetry,21:50:03,,229,26.57,3.23,0,679,10,4,10,165,989,91
telemetry,21:50:04,,229,27.03,0.91,0,764,10,4,10,165,989,91
telemetry,21:50:04,,230,26.57,0.30,0,508,10,4,10,165,988,91
telemetry,21:50:05,,230,27.50,0.12,0,393,10,5,11,165,989,91
telemetry,21:50:05,,231,26.57,-3.90,0,279,10,5,11,165,990,91
telemetry,21:50:06,,231,26.57,1.03,0,260,10,5,12,168,990,91
telemetry,21:50:06,,232,27.50,-1.52,0,943,10,4,11,166,990,91
telemetry,21:50:07,,232,26.57,0.67,0,119,10,4,11,166,991,91
telemetry,21:50:07,,233,27.03,0.36,0,833,10,4,11,166,990,91
telemetry,21:50:08,,233,27.03,0.79,0,716,10,4,11,166,991,91
telemetry,21:50:08,,234,27.03,-2.98,0,581,10,4,10,165,904,91
telemetry,21:50:09,,234,27.03,-2.50,0,651,10,4,10,166,853,91
telemetry,21:50:09,,235,27.50,4.32,0,263,10,4,11,166,628,91
telemetry,21:50:10,,235,27.50,0.48,0,842,10,4,11,167,648,91
telemetry,21:50:10,,236,27.03,-5.73,0,854,11,5,11,166,612,91
telemetry,21:50:11,,236,27.03,0.36,0,270,10,4,11,168,613,91
telemetry,21:50:11,,237,27.03,-4.08,0,157,10,4,11,165,689,91
telemetry,21:50:12,,237,27.03,2.80,0,162,10,5,11,165,690,91
telemetry,21:50:12,,238,27.50,0.85,0,274,10,4,11,166,689,91
telemetry,21:50:13,,238,26.57,-1.64,0,379,10,4,11,166,714,91
telemetry,21:50:13,,239,26.10,-1.28,0,458,10,4,11,166,714,91
telemetry,21:50:14,,239,27.03,0.85,0,101,10,4,11,165,711,91
telemetry,21:50:14,,240,26.57,0.06,0,797,10,5,12,166,713,91
telemetry,21:50:15,,240,27.03,0.12,0,725,10,4,10,165,714,92
telemetry,21:50:15,,241,27.03,-4.57,0,825,10,4,11,165,742,92
telemetry,21:50:16,,241,27.03,0.97,0,397,10,4,11,165,721,92
telemetry,21:50:16,,242,27.50,0.42,0,941,10,4,11,166,662,92
telemetry,21:50:17,,242,27.50,7.74,0,205,10,4,8,164,720,92
telemetry,21:50:17,,243,26.57,-4.51,0,189,10,4,7,164,814,92
telemetry,21:50:18,,243,27.03,-3.90,0,844,10,4,7,165,861,92
telemetry,21:50:18,,244,27.50,-2.86,0,577,10,4,11,168,958,92
telemetry,21:50:19,,244,27.50,0.85,0,561,10,4,11,167,972,92
telemetry,21:50:19,,245,27.03,0.36,0,482,10,4,11,167,974,92
telemetry,21:50:20,,245,27.03,0.06,0,758,10,4,11,167,976,92
telemetry,21:50:20,,246,27.03,0.06,0,962,10,4,9,166,977,92
telemetry,21:50:21,,246,27.50,0.06,0,145,10,4,8,166,977,92
telemetry,21:50:21,,247,27.03,0.06,0,624,10,4,9,166,976,92
pc_command,21:50:22,20,0,0.00,NA,0,0,0,0,0,0,NA,92
telemetry,21:50:22,,247,27.50,0.06,0,649,10,4,9,166,978,92
pico_reply,21:50:22,ACK%2CSET_VALUE%2C20,0,0.00,NA,0,0,0,0,0,0,NA,92
telemetry,21:50:23,,248,26.57,27.74,20,226,14,5,9,139,587,92
telemetry,21:50:23,,248,27.03,14.26,20,421,100,6,8,106,990,92
telemetry,21:50:24,,249,27.50,2.62,20,313,114,5,8,91,724,92
telemetry,21:50:24,,249,27.03,-2.56,20,374,112,5,8,93,608,92
telemetry,21:50:24,,250,27.97,-8.90,20,520,107,6,8,99,990,92
pc_command,21:50:25,0,0,0.00,NA,0,0,0,0,0,0,NA,92
pico_reply,21:50:25,ACK%2CSET_VALUE%2C0,0,0.00,NA,0,0,0,0,0,0,NA,92
telemetry,21:50:25,,250,27.50,-36.03,0,940,73,6,9,120,737,92
telemetry,21:50:25,,251,26.57,-30.67,0,432,10,4,10,169,744,92
telemetry,21:50:26,,251,27.03,-21.09,0,597,8,4,12,175,745,92
telemetry,21:50:26,,252,27.03,-6.58,0,334,7,5,12,178,747,92
telemetry,21:50:27,,252,27.03,2.68,0,374,7,5,12,178,748,92
telemetry,21:50:28,,253,27.97,4.81,0,295,7,5,12,177,748,92
telemetry,21:50:28,,253,27.50,5.48,0,858,8,5,12,177,749,92
telemetry,21:50:29,,254,26.57,1.34,0,68,8,5,12,176,749,92
telemetry,21:50:29,,254,27.03,4.14,0,933,8,4,11,175,750,92
telemetry,21:50:30,,255,26.57,-1.76,0,538,8,4,11,175,750,92
telemetry,21:50:30,,256,27.03,0.06,0,749,8,4,11,175,751,92
telemetry,21:50:31,,256,27.03,0.18,0,487,8,4,11,175,751,92
telemetry,21:50:31,,257,26.57,0.18,0,370,8,4,11,175,751,92
telemetry,21:50:32,,257,27.03,0.12,0,641,8,4,11,174,751,92
telemetry,21:50:32,,258,27.50,0.12,0,968,8,5,11,175,750,92
telemetry,21:50:33,,258,27.50,0.06,0,671,7,4,10,173,752,92
telemetry,21:50:33,,259,27.97,0.12,0,673,8,5,11,174,751,92
telemetry,21:50:34,,259,26.57,0.00,0,725,8,5,11,174,752,92
telemetry,21:50:34,,260,27.97,0.12,0,326,8,4,11,174,752,92
telemetry,21:50:35,,260,27.50,0.06,0,309,7,5,11,173,752,92
telemetry,21:50:35,,261,27.50,0.00,0,564,7,4,9,172,752,92
pc_command,21:50:35,CAPTURE,0,0.00,NA,0,0,0,0,0,0,NA,92
pico_reply,21:50:35,ACK%2CCAPTURE,0,0.00,NA,0,0,0,0,0,0,NA,92
camera,21:50:37,Camera%20image%20saved%3A%20camera_20260910_215037_141.bmp,0,0.00,NA,0,0,0,0,0,0,NA,92
telemetry,21:50:37,,262,27.50,0.12,0,352,7,4,8,168,753,92
telemetry,21:50:37,,263,27.50,0.12,0,857,7,4,8,172,752,92
telemetry,21:50:38,,263,27.97,0.06,0,597,7,4,8,171,752,92
telemetry,21:50:38,,264,27.50,0.12,0,885,7,4,8,171,752,92
telemetry,21:50:39,,264,27.50,0.12,0,95,7,4,9,171,752,92
telemetry,21:50:39,,265,27.50,0.06,0,612,7,4,9,172,751,92
telemetry,21:50:40,,265,27.50,0.12,0,290,7,4,9,173,752,93
telemetry,21:50:40,,266,27.03,0.12,0,823,7,4,9,173,752,93
telemetry,21:50:41,,266,27.50,0.06,0,115,7,4,8,171,752,93
telemetry,21:50:41,,267,27.50,0.12,0,45,7,4,7,171,752,93
telemetry,21:50:42,,267,27.03,0.06,0,858,7,4,7,171,751,93
telemetry,21:50:42,,268,26.10,0.12,0,259,7,4,7,171,752,93
telemetry,21:50:43,,268,27.03,0.12,0,390,7,4,7,171,752,93
telemetry,21:50:43,,269,27.03,0.06,0,831,7,4,7,171,751,93
telemetry,21:50:44,,269,27.50,0.06,0,988,7,4,7,171,752,93
telemetry,21:50:45,,270,27.50,0.06,0,549,7,4,7,171,752,93
telemetry,21:50:45,,270,27.03,0.06,0,804,7,4,7,171,752,93
telemetry,21:50:45,,271,27.50,0.06,0,534,7,4,6,171,752,93
telemetry,21:50:46,,271,27.97,0.12,0,27,7,4,6,170,752,93
telemetry,21:50:47,,272,27.50,0.06,0,248,7,4,6,170,751,93
telemetry,21:50:47,,272,27.03,0.12,0,28,7,4,6,170,752,93
telemetry,21:50:48,,273,27.97,0.06,0,376,7,4,6,170,752,93
telemetry,21:50:48,,273,27.03,0.06,0,412,7,4,6,170,752,93
telemetry,21:50:49,,274,26.57,0.12,0,973,7,4,6,170,752,93
telemetry,21:50:49,,274,27.97,0.12,0,921,7,4,6,170,752,93
telemetry,21:50:49,,275,27.97,0.06,0,721,7,4,6,170,753,93
telemetry,21:50:50,,275,27.97,0.12,0,282,7,4,6,170,752,93
telemetry,21:50:50,,276,27.03,0.06,0,145,7,4,6,170,752,93
telemetry,21:50:51,,276,27.03,0.12,0,215,7,4,6,170,752,93
telemetry,21:50:51,,277,26.57,0.12,0,128,7,4,7,171,752,93
telemetry,21:50:52,,277,27.03,0.06,0,849,7,4,7,171,752,94
telemetry,21:50:52,,278,26.57,0.12,0,859,7,4,7,170,752,94
telemetry,21:50:53,,278,27.50,0.18,0,265,7,4,7,170,752,94
telemetry,21:50:53,,279,27.03,0.12,0,573,7,4,8,170,752,94
telemetry,21:50:54,,279,27.50,0.12,0,430,7,4,8,170,752,94
telemetry,21:50:54,,280,27.50,0.06,0,972,7,4,8,171,752,94
telemetry,21:50:55,,280,27.50,0.06,0,234,7,4,8,170,752,94
telemetry,21:50:55,,281,27.50,0.06,0,638,7,4,8,170,751,94
telemetry,21:50:56,,281,27.03,0.06,0,164,7,4,8,171,752,94
telemetry,21:50:57,,282,26.57,0.06,0,750,7,4,7,171,752,94
telemetry,21:50:57,,282,27.03,0.06,0,889,7,4,8,171,753,94
telemetry,21:50:58,,283,27.97,0.06,0,823,7,4,8,171,752,94
telemetry,21:50:58,,283,27.50,0.06,0,632,7,4,8,171,752,94
telemetry,21:50:58,,284,27.50,0.06,0,203,7,4,8,171,752,94
telemetry,21:50:59,,284,27.50,0.12,0,94,7,4,8,170,752,94
pc_command,21:50:59,CAPTURE,0,0.00,NA,0,0,0,0,0,0,NA,94
pico_reply,21:50:59,ACK%2CCAPTURE,0,0.00,NA,0,0,0,0,0,0,NA,94
camera,21:51:00,Camera%20image%20saved%3A%20camera_20260910_215100_637.bmp,0,0.00,NA,0,0,0,0,0,0,NA,94
telemetry,21:51:00,,286,27.50,0.12,0,237,7,4,8,170,724,94
telemetry,21:51:01,,286,27.50,0.12,0,59,7,4,7,171,725,94
telemetry,21:51:01,,287,27.50,0.30,0,504,7,4,7,170,725,94
telemetry,21:51:02,,287,27.97,0.18,0,42,7,4,7,171,725,94
telemetry,21:51:02,,288,27.50,0.00,0,566,7,4,7,171,725,93
telemetry,21:51:03,,288,27.97,0.06,0,5,7,4,7,170,725,93
telemetry,21:51:03,,289,27.97,0.12,0,434,7,4,7,170,725,93
telemetry,21:51:04,,289,27.97,0.06,0,276,7,4,7,171,725,93
telemetry,21:51:04,,290,27.50,0.12,0,914,7,4,7,170,725,93
telemetry,21:51:05,,290,27.97,0.12,0,259,7,4,7,171,725,93
telemetry,21:51:05,,291,27.97,0.06,0,585,7,4,7,170,725,93
telemetry,21:51:06,,291,27.50,0.06,0,875,7,4,7,170,725,93
telemetry,21:51:06,,292,26.57,0.06,0,178,7,4,7,171,725,93
telemetry,21:51:07,,292,27.50,-1.40,0,147,7,4,7,171,714,93
pc_command,21:51:07,CAPTURE,0,0.00,NA,0,0,0,0,0,0,NA,93
pico_reply,21:51:07,ACK%2CCAPTURE,0,0.00,NA,0,0,0,0,0,0,NA,93
camera,21:51:08,Camera%20image%20saved%3A%20camera_20260910_215108_312.bmp,0,0.00,NA,0,0,0,0,0,0,NA,93
telemetry,21:51:08,,293,27.03,0.18,0,760,7,4,7,171,715,93
telemetry,21:51:08,,294,27.97,0.00,0,319,7,4,7,171,715,93
telemetry,21:51:09,,294,27.50,0.12,0,190,7,4,7,170,715,93
telemetry,21:51:09,,295,27.50,0.18,0,594,7,4,7,171,720,93
telemetry,21:51:10,,295,27.50,0.06,0,484,7,4,7,171,720,93
telemetry,21:51:10,,296,27.97,0.12,0,761,7,4,7,171,720,93
telemetry,21:51:11,,296,27.50,0.00,0,611,7,4,8,172,720,93
telemetry,21:51:11,,297,27.50,0.12,0,664,7,4,8,172,720,93
telemetry,21:51:12,,297,27.50,0.18,0,288,7,4,7,171,720,93
telemetry,21:51:12,,298,27.03,0.12,0,257,7,4,7,171,720,93
telemetry,21:51:13,,298,27.97,0.06,0,987,7,4,7,171,720,93
telemetry,21:51:13,,299,27.50,0.06,0,115,7,4,7,170,720,93
telemetry,21:51:14,,299,27.97,0.00,0,785,7,4,7,171,720,93
telemetry,21:51:14,,300,27.03,0.18,0,693,7,4,6,171,721,93
telemetry,21:51:15,,300,27.50,0.06,0,284,7,4,6,171,720,93
pc_command,21:51:15,100,0,0.00,NA,0,0,0,0,0,0,NA,93
pico_reply,21:51:15,ACK%2CSET_VALUE%2C100,0,0.00,NA,0,0,0,0,0,0,NA,93
telemetry,21:51:15,,301,27.03,44.51,100,393,9,4,7,165,989,93
telemetry,21:51:16,,301,27.50,34.69,100,556,95,6,7,104,990,93
telemetry,21:51:16,,302,27.50,25.12,100,150,135,5,6,9,986,93
telemetry,21:51:17,,302,27.50,6.34,100,976,153,5,6,9,986,93
telemetry,21:51:17,,303,27.50,-7.25,100,277,153,4,6,9,990,93
telemetry,21:51:18,,303,27.50,-6.76,100,590,149,5,6,9,983,93
telemetry,21:51:19,,304,27.03,-5.30,100,134,145,5,6,9,943,93
telemetry,21:51:19,,304,27.50,-8.90,100,117,135,5,6,9,946,93
pc_command,21:51:19,CAPTURE,0,0.00,NA,0,0,0,0,0,0,NA,93
telemetry,21:51:20,,305,27.50,-9.39,100,866,125,6,6,10,932,93
pico_reply,21:51:20,ACK%2CCAPTURE,0,0.00,NA,0,0,0,0,0,0,NA,93
camera,21:51:21,Camera%20image%20saved%3A%20camera_20260910_215121_097.bmp,0,0.00,NA,0,0,0,0,0,0,NA,93
telemetry,21:51:21,,306,28.91,-8.65,100,729,99,6,6,106,693,93
telemetry,21:51:21,,307,28.91,-5.48,100,570,92,6,6,110,673,93
telemetry,21:51:22,,307,27.50,0.18,100,4,84,6,6,113,656,93
telemetry,21:51:22,,308,27.50,0.54,100,315,80,6,7,114,709,93
telemetry,21:51:23,,308,27.50,-1.89,100,856,81,6,6,114,716,93
telemetry,21:51:23,,309,27.50,-1.28,100,936,80,6,6,114,796,92
telemetry,21:51:24,,309,27.50,4.08,100,597,80,6,6,113,803,92
telemetry,21:51:24,,310,27.97,0.54,100,522,81,6,6,113,809,92
telemetry,21:51:25,,310,27.97,0.36,100,820,80,6,6,113,823,92
telemetry,21:51:25,,311,27.97,0.42,100,946,80,6,6,113,823,92
telemetry,21:51:26,,311,27.50,-1.21,100,562,81,6,6,113,847,92
telemetry,21:51:26,,312,27.03,0.06,100,718,80,6,7,114,855,92
telemetry,21:51:27,,312,27.97,1.58,100,724,79,6,7,114,934,92
telemetry,21:51:27,,313,26.10,0.06,100,757,80,6,7,114,988,92
telemetry,21:51:28,,313,27.97,-2.01,100,233,80,6,7,114,989,92
telemetry,21:51:28,,314,27.97,-1.03,100,284,80,6,7,114,986,92
telemetry,21:51:29,,314,27.97,2.68,100,48,80,6,7,114,988,92
pc_command,21:51:29,CAPTURE,0,0.00,NA,0,0,0,0,0,0,NA,92
pico_reply,21:51:29,ACK%2CCAPTURE,0,0.00,NA,0,0,0,0,0,0,NA,92
camera,21:51:30,Camera%20image%20saved%3A%20camera_20260910_215130_588.bmp,0,0.00,NA,0,0,0,0,0,0,NA,92
telemetry,21:51:30,,316,27.50,1.09,100,952,79,6,7,114,987,92
telemetry,21:51:31,,316,27.97,1.15,100,227,80,6,7,114,991,92
telemetry,21:51:31,,317,27.50,-1.40,100,430,78,6,7,114,988,92
telemetry,21:51:32,,317,27.97,-2.62,100,818,80,6,7,114,987,92
telemetry,21:51:32,,318,27.50,3.35,100,252,80,6,7,114,986,92
telemetry,21:51:33,,318,27.97,-1.89,100,472,80,6,7,114,989,92
telemetry,21:51:33,,319,27.97,-1.46,100,483,80,6,7,114,990,92
telemetry,21:51:34,,319,27.50,-2.37,100,128,79,6,6,113,991,90
telemetry,21:51:34,,320,27.97,0.30,100,218,80,6,6,113,956,90
telemetry,21:51:35,,320,27.03,0.73,100,651,80,6,6,113,876,90
telemetry,21:51:35,,321,27.50,1.70,100,410,81,6,6,113,840,90
telemetry,21:51:36,,321,27.50,1.03,100,34,80,6,6,113,716,90
