type,received_at,event_text_encoded,uptime_s,temp_c,gyro_z_dps,gyro_z_angle_deg,command_value,random,pd0,pd1,pd2,pd3,photoreflector_adc,wifi_signal_quality
telemetry,13:47:43,,188,26.57,0.04,40.58,0,654,764,768,770,768,599,93
telemetry,13:47:44,,188,26.10,0.01,40.58,0,704,765,768,770,768,537,93
telemetry,13:47:44,,189,26.57,0.01,40.58,0,485,765,768,770,768,645,93
telemetry,13:47:45,,189,26.10,0.01,40.58,0,135,765,768,770,768,695,93
telemetry,13:47:45,,190,26.57,0.03,40.58,0,695,765,768,770,768,665,93
telemetry,13:47:46,,190,26.57,0.01,40.58,0,151,765,768,770,768,641,93
telemetry,13:47:46,,191,26.10,0.00,40.58,0,745,765,768,770,768,597,93
telemetry,13:47:47,,191,25.63,0.03,40.58,0,987,764,768,770,768,610,93
telemetry,13:47:47,,192,26.10,0.01,40.58,0,450,763,768,770,768,627,93
telemetry,13:47:48,,192,26.10,0.02,40.58,0,919,763,769,770,768,733,93
telemetry,13:47:48,,193,26.10,0.03,40.58,0,135,761,768,770,768,696,93
telemetry,13:47:49,,193,25.63,0.01,40.58,0,620,760,768,770,768,747,93
telemetry,13:47:49,,194,26.10,0.02,40.59,0,88,759,768,770,768,838,93
telemetry,13:47:50,,194,26.57,0.01,40.59,0,435,760,768,770,768,881,93
telemetry,13:47:50,,195,26.57,0.00,40.59,0,537,760,767,770,768,956,93
telemetry,13:47:51,,195,26.10,0.02,40.59,0,251,760,767,770,768,964,93
telemetry,13:47:51,,196,26.10,0.02,40.59,0,849,760,768,770,768,956,93
telemetry,13:47:52,,196,26.10,0.02,40.59,0,537,760,768,770,768,958,93
telemetry,13:47:52,,197,25.63,0.02,40.59,0,210,760,768,770,768,948,93
telemetry,13:47:53,,197,26.57,0.05,40.58,0,35,761,768,770,768,902,93
telemetry,13:47:53,,198,26.57,0.01,40.58,0,181,761,767,770,768,827,93
telemetry,13:47:54,,198,26.10,0.01,40.59,0,263,761,768,770,768,818,93
telemetry,13:47:54,,199,26.10,0.00,40.59,0,550,761,767,770,768,820,93
telemetry,13:47:55,,199,26.57,0.01,40.59,0,40,762,768,770,768,820,93
telemetry,13:47:55,,200,26.10,0.00,40.59,0,777,761,768,770,768,820,93
telemetry,13:47:56,,200,26.10,0.01,40.59,0,955,762,768,770,768,822,93
telemetry,13:47:56,,201,26.10,0.02,40.59,0,928,761,768,770,768,590,93
telemetry,13:47:57,,201,25.16,0.01,40.59,0,321,762,768,770,768,547,93
telemetry,13:47:57,,202,26.10,0.01,40.59,0,120,761,767,770,768,652,93
telemetry,13:47:58,,202,25.63,0.04,40.59,0,520,762,768,770,768,707,93
telemetry,13:47:58,,203,26.10,0.02,40.59,0,968,761,767,770,768,677,93
telemetry,13:47:59,,203,27.03,0.03,40.59,0,345,761,768,770,768,610,93
telemetry,13:47:59,,204,26.10,0.01,40.59,0,623,761,768,770,768,709,93
telemetry,13:48:00,,204,24.22,0.03,40.59,0,287,761,768,770,768,747,93
telemetry,13:48:00,,205,26.57,0.01,40.59,0,338,761,768,770,768,742,93
telemetry,13:48:01,,205,26.57,0.00,40.59,0,922,761,767,770,768,816,93
telemetry,13:48:01,,206,25.63,0.01,40.59,0,100,761,767,770,768,930,93
telemetry,13:48:02,,206,26.57,0.03,40.59,0,618,761,767,771,768,975,93
telemetry,13:48:02,,207,26.10,0.02,40.59,0,817,761,767,770,768,976,93
telemetry,13:48:03,,207,27.50,0.04,40.59,0,823,762,768,770,768,978,93
telemetry,13:48:03,,208,26.10,0.02,40.59,0,453,762,768,770,768,978,93
telemetry,13:48:04,,208,27.50,0.00,40.59,0,868,761,768,770,768,976,93
telemetry,13:48:04,,209,25.16,0.01,40.59,0,969,760,767,770,768,977,93
telemetry,13:48:05,,209,26.57,0.01,40.59,0,506,760,768,770,768,977,93
telemetry,13:48:05,,210,27.03,0.01,40.59,0,36,762,767,770,768,974,93
telemetry,13:48:06,,210,27.03,0.05,40.59,0,377,762,768,771,768,938,93
telemetry,13:48:06,,211,27.97,0.05,40.59,0,738,760,768,770,768,894,93
telemetry,13:48:07,,211,26.10,0.02,40.59,0,71,761,768,770,768,820,93
telemetry,13:48:07,,212,26.10,0.01,40.59,0,42,760,768,770,768,733,93
telemetry,13:48:08,,212,26.10,0.01,40.59,0,18,763,769,770,768,613,93
telemetry,13:48:08,,213,26.57,0.02,40.59,0,997,763,769,770,768,555,93
telemetry,13:48:09,,213,26.57,0.03,40.59,0,545,763,769,770,768,678,93
telemetry,13:48:09,,214,27.03,0.01,40.59,0,973,763,768,770,768,715,93
telemetry,13:48:10,,214,26.57,0.02,40.59,0,290,763,769,770,768,627,93
telemetry,13:48:10,,215,26.57,0.02,40.59,0,530,764,768,770,768,689,93
telemetry,13:48:11,,215,26.57,0.01,40.59,0,419,763,767,770,768,703,93
telemetry,13:48:11,,216,26.57,0.01,40.59,0,211,763,767,770,768,711,93
telemetry,13:48:12,,216,27.03,0.00,40.59,0,517,762,768,770,768,757,93
telemetry,13:48:12,,217,26.57,0.02,40.59,0,901,761,768,770,768,759,93
telemetry,13:48:13,,217,25.63,0.00,40.59,0,496,762,768,771,768,742,93
telemetry,13:48:13,,218,26.10,0.00,40.59,0,977,762,768,770,768,816,93
telemetry,13:48:14,,218,27.03,0.03,40.59,0,831,763,768,770,768,804,93
telemetry,13:48:14,,219,26.57,0.02,40.59,0,165,763,768,770,768,850,93
telemetry,13:48:15,,219,25.16,0.01,40.59,0,2,764,768,770,768,937,93
telemetry,13:48:15,,220,26.57,0.02,40.59,0,520,763,767,770,768,964,93
telemetry,13:48:16,,220,26.57,0.01,40.59,0,358,763,768,770,768,970,93
telemetry,13:48:16,,221,26.57,0.03,40.59,0,207,764,768,770,768,963,93
telemetry,13:48:17,,221,27.03,0.01,40.59,0,838,765,769,771,768,952,93
telemetry,13:48:17,,222,26.10,0.02,40.59,0,487,762,769,770,768,927,93
telemetry,13:48:18,,222,26.57,0.02,40.59,0,427,764,769,770,768,848,93
telemetry,13:48:18,,223,27.03,0.04,40.59,0,733,764,769,770,768,725,93
telemetry,13:48:19,,223,27.50,0.02,40.59,0,11,764,769,770,768,610,93
telemetry,13:48:19,,224,26.57,0.02,40.59,0,207,764,769,771,768,548,93
telemetry,13:48:20,,224,26.10,0.01,40.59,0,267,764,769,770,768,553,93
telemetry,13:48:20,,225,26.57,0.02,40.59,0,587,764,769,770,768,553,93
telemetry,13:48:21,,226,26.57,0.00,40.59,0,509,763,769,770,768,553,93
telemetry,13:48:21,,226,26.10,0.01,40.59,0,127,762,769,770,768,553,93
telemetry,13:48:22,,227,26.57,0.02,40.59,0,597,764,769,770,768,642,93
telemetry,13:48:22,,227,26.57,0.02,40.59,0,267,762,769,770,768,705,93
telemetry,13:48:23,,228,26.10,-25.07,39.38,0,573,760,769,770,766,648,93
telemetry,13:48:23,,228,26.10,3.73,40.12,0,917,761,768,770,765,610,93
telemetry,13:48:24,,229,27.03,3.61,39.53,0,657,760,769,770,765,717,93
telemetry,13:48:24,,229,26.10,0.11,41.29,0,363,760,769,771,766,775,93
telemetry,13:48:25,,230,26.10,0.07,41.26,0,444,764,769,770,768,786,93
telemetry,13:48:25,,230,26.10,0.02,41.26,0,715,763,769,770,768,848,93
telemetry,13:48:26,,231,26.57,0.01,41.26,0,194,763,766,770,768,927,93
telemetry,13:48:26,,231,27.50,0.01,41.26,0,963,764,766,771,768,954,93
telemetry,13:48:27,,232,26.57,0.04,41.26,0,305,763,768,770,768,967,93
telemetry,13:48:27,,232,26.57,0.01,41.26,0,23,763,768,771,768,968,93
telemetry,13:48:28,,233,26.57,0.00,41.26,0,809,763,768,770,768,968,93
telemetry,13:48:29,,233,26.57,0.01,41.26,0,546,764,766,771,768,969,93
telemetry,13:48:29,,234,26.57,0.00,41.26,0,906,763,768,770,768,969,93
telemetry,13:48:30,,234,26.10,0.03,41.26,0,831,764,769,771,768,958,93
telemetry,13:48:30,,235,26.10,0.02,41.26,0,418,764,769,771,768,955,93
telemetry,13:48:31,,235,26.10,0.01,41.26,0,69,763,769,771,768,926,93
telemetry,13:48:31,,236,26.57,0.01,41.26,0,390,762,769,771,768,823,93
telemetry,13:48:32,,236,26.57,0.01,41.26,0,714,763,769,771,768,721,93
telemetry,13:48:32,,237,27.03,0.00,41.26,0,456,764,769,770,768,555,93
telemetry,13:48:33,,237,27.03,0.00,41.28,0,700,759,768,771,768,549,93
telemetry,13:48:33,,238,27.03,0.02,41.28,0,427,757,768,770,768,641,93
telemetry,13:48:34,,238,26.57,0.02,41.28,0,414,758,768,771,769,700,93
telemetry,13:48:34,,239,26.57,0.00,41.29,0,89,756,768,770,768,652,93
telemetry,13:48:35,,239,26.57,0.02,41.29,0,784,755,768,770,768,613,93
telemetry,13:48:35,,240,26.10,0.00,41.29,0,907,755,768,771,768,709,93
telemetry,13:48:36,,240,27.50,0.00,41.29,0,563,755,768,770,768,669,93
telemetry,13:48:36,,241,27.03,0.00,41.29,0,256,755,768,771,768,668,93
telemetry,13:48:37,,241,26.10,0.00,41.29,0,295,753,768,771,768,664,93
telemetry,13:48:37,,242,26.57,0.00,41.29,0,833,755,768,771,768,759,93
telemetry,13:48:38,,242,27.03,0.00,41.29,0,345,753,768,770,768,694,93
telemetry,13:48:38,,243,26.57,0.02,41.29,0,799,756,768,771,769,725,93
telemetry,13:48:39,,243,27.03,0.02,41.29,0,65,754,768,770,768,808,93
telemetry,13:48:39,,244,26.10,0.02,41.29,0,999,755,768,770,768,913,93
telemetry,13:48:40,,244,26.57,0.01,41.29,0,715,755,768,770,768,952,93
telemetry,13:48:40,,245,26.57,0.03,41.29,0,562,758,768,770,768,950,93
telemetry,13:48:41,,245,26.57,0.01,41.29,0,455,761,768,771,768,950,93
telemetry,13:48:41,,246,27.03,0.01,41.28,0,191,762,768,771,769,941,93
telemetry,13:48:42,,246,27.03,0.02,41.28,0,39,761,769,770,768,955,93
telemetry,13:48:42,,247,26.57,0.02,41.27,0,95,762,769,770,768,884,93
