type,received_at,event_text_encoded,uptime_s,temp_c,gyro_z_dps,gyro_z_angle_deg,command_value,random,pd0,pd1,pd2,pd3,photoreflector_adc,wifi_signal_quality
telemetry,09:32:09,,182,30.78,0.54,NA,80,187,769,771,771,767,821,91
telemetry,09:32:09,,182,30.31,-1.46,NA,80,148,769,771,771,767,870,91
telemetry,09:32:10,,183,31.25,0.60,NA,80,7,769,771,771,767,941,91
telemetry,09:32:10,,183,31.25,0.36,NA,80,312,769,771,771,767,959,91
pc_command,09:32:10,0,0,0.00,NA,NA,0,0,0,0,0,0,NA,91
pico_reply,09:32:10,ACK%2CSET_VALUE%2C0,0,0.00,NA,NA,0,0,0,0,0,0,NA,91
telemetry,09:32:11,,184,30.31,0.12,NA,0,776,770,771,771,767,982,91
telemetry,09:32:11,,184,32.18,0.12,NA,0,499,770,771,771,767,985,91
telemetry,09:32:12,,185,31.72,0.12,NA,0,84,770,771,771,768,985,91
telemetry,09:32:12,,185,31.25,0.06,NA,0,16,769,771,770,768,985,91
telemetry,09:32:13,,186,31.72,0.06,NA,0,891,770,771,771,768,986,91
telemetry,09:32:13,,186,32.65,0.06,NA,0,816,770,771,771,768,986,91
telemetry,09:32:14,,187,30.78,0.12,NA,0,134,770,771,771,768,986,91
telemetry,09:32:14,,187,30.78,0.00,NA,0,775,770,771,771,768,986,91
telemetry,09:32:15,,188,31.25,0.12,NA,0,116,769,771,771,767,986,91
telemetry,09:32:15,,188,32.65,0.12,NA,0,913,769,771,771,767,985,91
telemetry,09:32:16,,189,30.78,0.06,NA,0,863,769,771,771,767,986,91
telemetry,09:32:16,,189,31.25,0.12,NA,0,366,770,771,771,768,985,91
telemetry,09:32:17,,190,31.72,0.12,NA,0,874,769,771,771,768,986,91
telemetry,09:32:17,,190,31.25,0.12,NA,0,836,770,771,771,767,986,91
telemetry,09:32:18,,191,30.78,0.12,NA,0,105,769,771,771,767,985,91
telemetry,09:32:18,,191,31.72,0.12,NA,0,383,770,771,771,768,986,91
telemetry,09:32:19,,192,30.78,0.18,NA,0,669,769,771,771,768,986,91
telemetry,09:32:19,,192,31.25,0.12,NA,0,28,769,771,771,768,986,91
telemetry,09:32:20,,193,30.78,0.06,NA,0,894,769,771,771,767,986,91
telemetry,09:32:20,,193,31.25,0.06,NA,0,48,769,771,771,768,987,91
telemetry,09:32:21,,194,33.59,0.06,NA,0,873,770,771,771,768,985,91
telemetry,09:32:21,,194,31.72,0.12,NA,0,649,770,771,771,767,987,91
telemetry,09:32:22,,195,31.25,0.06,NA,0,576,769,771,771,768,986,91
telemetry,09:32:22,,195,31.25,0.00,NA,0,678,769,771,771,768,986,91
telemetry,09:32:23,,196,30.78,0.12,NA,0,5,770,771,771,768,986,91
telemetry,09:32:23,,196,31.72,0.00,NA,0,377,769,771,771,768,986,91
telemetry,09:32:24,,197,30.78,0.12,NA,0,656,769,771,771,767,986,91
telemetry,09:32:24,,197,31.25,0.06,NA,0,118,769,771,771,768,987,91
telemetry,09:32:25,,198,31.25,0.12,NA,0,611,769,771,771,768,986,91
telemetry,09:32:25,,198,31.25,0.12,NA,0,896,770,771,771,768,986,91
telemetry,09:32:26,,199,30.31,0.06,NA,0,565,770,771,771,768,986,91
telemetry,09:32:26,,199,31.25,0.12,NA,0,996,769,771,771,768,987,91
telemetry,09:32:27,,200,30.78,0.06,NA,0,616,769,771,771,768,987,91
telemetry,09:32:27,,200,31.25,0.00,NA,0,167,769,771,771,767,985,91
telemetry,09:32:28,,201,31.25,0.00,NA,0,912,769,771,771,768,986,91
telemetry,09:32:28,,201,30.78,0.12,NA,0,637,769,771,771,767,986,91
telemetry,09:32:29,,202,30.78,0.18,NA,0,881,769,771,771,768,985,91
telemetry,09:32:31,,202,30.78,0.06,NA,0,995,769,771,771,768,987,91
telemetry,09:32:31,,203,30.78,0.06,NA,0,464,769,771,771,767,986,91
telemetry,09:32:31,,203,30.78,0.00,NA,0,674,769,771,770,768,987,91
telemetry,09:32:31,,204,30.31,0.06,NA,0,786,769,771,771,767,986,91
telemetry,09:32:31,,204,31.25,0.06,NA,0,779,769,771,771,767,985,91
telemetry,09:32:32,,205,31.72,0.12,NA,0,906,769,771,771,768,987,91
telemetry,09:32:32,,205,30.78,0.06,NA,0,302,769,771,771,767,986,91
telemetry,09:32:33,,206,30.78,0.00,NA,0,763,769,771,771,768,986,91
telemetry,09:32:33,,206,30.78,0.12,NA,0,363,769,771,771,767,986,91
telemetry,09:32:34,,207,30.78,0.12,NA,0,970,769,771,771,767,987,91
telemetry,09:32:34,,207,31.25,0.12,NA,0,682,770,771,771,768,986,91
telemetry,09:32:35,,208,31.72,0.12,NA,0,279,769,771,771,768,986,91
telemetry,09:32:35,,208,30.78,0.00,NA,0,24,769,771,771,768,986,91
telemetry,09:32:36,,209,30.78,0.06,NA,0,852,769,771,770,768,986,91
telemetry,09:32:36,,209,30.78,0.06,NA,0,582,769,771,771,768,986,91
telemetry,09:32:37,,210,31.25,0.12,NA,0,725,769,771,771,768,986,91
telemetry,09:32:37,,210,30.31,0.12,NA,0,866,770,771,771,768,987,91
telemetry,09:32:38,,211,31.72,0.12,NA,0,544,769,771,771,768,986,91
telemetry,09:32:38,,211,30.78,0.12,NA,0,395,769,771,771,768,986,91
telemetry,09:32:39,,212,30.78,0.06,NA,0,322,769,771,771,768,986,91
telemetry,09:32:39,,212,30.78,0.12,NA,0,752,769,771,771,768,987,91
telemetry,09:32:40,,213,30.31,0.06,NA,0,672,769,771,771,768,986,91
telemetry,09:32:40,,213,32.65,0.18,NA,0,842,770,771,771,768,986,91
telemetry,09:32:41,,214,30.78,0.00,NA,0,588,769,771,771,768,986,91
telemetry,09:32:41,,214,30.78,0.12,NA,0,9,769,771,771,768,986,91
telemetry,09:32:42,,215,34.06,0.12,NA,0,89,769,770,771,768,986,91
telemetry,09:32:42,,215,31.25,0.06,NA,0,248,769,771,771,768,986,91
telemetry,09:32:43,,216,30.78,0.12,NA,0,164,769,771,771,768,986,91
telemetry,09:32:43,,216,30.78,0.12,NA,0,198,769,771,771,768,986,91
telemetry,09:32:44,,217,30.78,0.12,NA,0,614,770,771,771,768,985,91
telemetry,09:32:44,,217,30.78,0.00,NA,0,559,769,771,771,767,987,91
telemetry,09:32:45,,218,30.78,0.12,NA,0,545,769,771,771,768,987,91
telemetry,09:32:45,,218,31.25,0.06,NA,0,408,769,771,771,767,987,91
telemetry,09:32:46,,219,31.25,0.12,NA,0,282,769,771,771,767,987,91
telemetry,09:32:46,,219,31.25,0.12,NA,0,319,769,771,771,767,987,91
telemetry,09:32:47,,220,31.25,0.00,NA,0,49,769,771,771,767,986,91
telemetry,09:32:47,,220,31.25,0.00,NA,0,938,770,771,771,768,986,91
telemetry,09:32:48,,221,30.78,0.18,NA,0,188,769,771,771,767,986,91
telemetry,09:32:49,,221,32.65,0.00,NA,0,728,769,771,771,767,986,91
telemetry,09:32:49,,222,30.78,0.06,NA,0,146,769,771,771,768,987,91
telemetry,09:32:50,,222,30.31,0.06,NA,0,577,769,771,771,767,986,91
telemetry,09:32:50,,223,31.25,0.06,NA,0,713,770,771,771,768,986,91
telemetry,09:32:51,,223,30.78,0.00,NA,0,481,769,770,771,767,987,91
telemetry,09:32:51,,224,31.72,0.24,NA,0,48,769,771,771,768,986,91
telemetry,09:32:52,,224,31.72,0.12,NA,0,742,769,771,771,767,986,91
telemetry,09:32:52,,225,31.25,0.06,NA,0,160,769,771,771,767,986,91
telemetry,09:32:53,,225,31.25,0.00,NA,0,699,770,771,771,768,986,91
telemetry,09:32:53,,226,31.25,0.06,NA,0,757,769,771,771,767,987,91
telemetry,09:32:54,,226,32.65,0.12,NA,0,13,769,771,771,768,987,91
telemetry,09:32:54,,227,30.78,0.24,NA,0,327,769,771,771,767,986,91
telemetry,09:32:55,,227,31.25,0.12,NA,0,407,770,771,771,768,985,91
telemetry,09:32:55,,228,31.72,0.12,NA,0,433,770,771,771,768,985,91
telemetry,09:32:56,,228,32.65,0.12,NA,0,759,769,771,771,768,987,91
telemetry,09:32:56,,229,31.25,0.18,NA,0,270,769,771,771,768,986,91
telemetry,09:32:57,,229,31.25,0.00,NA,0,177,769,771,771,767,986,91
telemetry,09:32:57,,230,31.72,0.12,NA,0,564,769,771,771,768,986,91
telemetry,09:32:58,,230,30.78,0.00,NA,0,58,769,770,771,767,987,91
telemetry,09:32:58,,231,31.25,0.12,NA,0,891,769,771,771,767,986,91
telemetry,09:32:59,,231,30.78,0.06,NA,0,569,769,771,771,768,987,91
telemetry,09:32:59,,232,30.78,0.12,NA,0,887,769,771,771,767,986,91
telemetry,09:33:00,,232,30.78,0.06,NA,0,258,769,771,771,768,986,91
telemetry,09:33:00,,233,30.31,0.12,NA,0,684,769,771,771,767,987,91
telemetry,09:33:01,,234,31.25,0.12,NA,0,722,770,771,771,768,986,89
telemetry,09:33:01,,234,31.72,0.12,NA,0,2,769,771,771,767,987,89
telemetry,09:33:02,,235,30.78,0.06,NA,0,325,770,771,771,768,986,89
telemetry,09:33:02,,235,31.25,0.06,NA,0,849,769,771,771,767,987,89
telemetry,09:33:03,,236,31.25,0.06,NA,0,180,769,771,771,767,987,89
telemetry,09:33:03,,236,31.72,0.12,NA,0,205,769,771,771,768,986,89
