type,received_at,event_text_encoded,uptime_s,temp_c,gyro_z_dps,command_value,random,pd0,pd1,pd2,pd3,photoreflector_adc,wifi_signal_quality
pico_reply,21:29:42,1%C8%29%A7%29%A71%C61%C71%C7%29%A6%29%A6%29%A7%29%A6%29%87%29%86%29%A6%29%A6%29%C6%29%C6%29%A6%29%A6%29%C7%29%C7%29%E7%29%E7%29%E7%29%E72%201%E7%29%E7%29%C7%29%C71%E72%202%202%20%3A%20%3A%20%3A%28%3A%201%E81%E71%E72%27%3A%272%28%3A%28%3A%282%28%3A%28%3A%28%3A%28%3A%28%3A%20%3A%28%3A%28%3A%28%3A%20%3A%20%3A%20%3A%28%2AGKIc%8EB%8DBHBI%3AH%3AH%3A%29%3A%28%3Ah2h%3Ah%3Ai%3A%89Bi%3A%89%3A%89%3A%89%3A%89B%89BiBI%3A%29%3AhBHB%29B%28BI%3AH%3AGB%88Bi%3AH%3AhBhBhJiBIJ%88B%88B%88J%CAB%89B%89B%89B%89J%89B%A9J%A9B%E9B%A8c%AB%5BKJ%CBR%CAJ%EAJ%A9B%AAJ%E9J%EAJ%EAJ%EAK,0,0.00,NA,0,0,0,0,0,0,NA,96
pico_reply,21:29:42,S,0,0.00,NA,0,0,0,0,0,0,NA,96
pico_reply,21:29:42,S,0,0.00,NA,0,0,0,0,0,0,NA,96
pico_reply,21:29:42,S,0,0.00,NA,0,0,0,0,0,0,NA,96
pico_reply,21:29:42,S,0,0.00,NA,0,0,0,0,0,0,NA,96
camera,21:29:42,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,0,0,0,0,0,0,NA,96
pico_reply,21:29:42,%20%85%3A%261%C7%29%C7%29%C71%C61%C71%C7%29%A6%29%A6%29%A7%29%86%29%87%29%86%29%A6%29%A6%29%A6%29%A7%29%A7%29%A7%29%A7%29%C7%29%E7%29%E7%29%E7%29%E71%E8%29%E7%29%E7%29%C71%C72%202%202%20%3A%20%3A%20%3A%28%3A%28%3A%281%E91%E82%202%282%202%20%3A%20%3A%282%28%3A%28%3A%28%3A%28%3A%28%3A%28%3A%282H%3AH%3A%20%3A%20%3A%282%20%2A%28CHc%8E%3AL%3A%28%3A%28%3AH%3AH%3AH2%282%28%3AI2%282%28%3AH%3A%282%282H%3A%89%3Ai%3Ai%3A%89BiB%89B%89JjJj%3Ai%3AhB%89B%88BhBhB%88B%87BhB%89BiBhBhB%88B%88B%A9B%89BiB%89J%89J%89B%A9J%A9B%C9J%A9K%20R%EAB%ABR%CAR%EAJ%C9J%CAJ%C9J%EAJ%EAJ%EAJ%EAS,0,0.00,NA,0,0,0,0,0,0,NA,96
pico_reply,21:29:42,S,0,0.00,NA,0,0,0,0,0,0,NA,96
pico_reply,21:29:42,R%EA%5B,0,0.00,NA,0,0,0,0,0,0,NA,96
camera,21:29:43,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,0,0,0,0,0,0,NA,96
