type,received_at,event_text_encoded,uptime_s,temp_c,gyro_z_dps,command_value,random,pd0,pd1,pd2,pd3,photoreflector_adc,wifi_signal_quality
connection,21:30:31,Pico%20connected,0,0.00,NA,0,0,0,0,0,0,NA,96
pico_reply,21:30:31,PICO_CONNECTED,0,0.00,NA,0,0,0,0,0,0,NA,96
pico_reply,21:30:32,FRAME_STREAM%2C320%2C240%2CRGB565%2C153600%2Cef1d08d6,0,0.00,NA,0,0,0,0,0,0,NA,96
camera,21:30:32,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,0,0,0,0,0,0,NA,96
pico_reply,21:30:32,%E7%2Ai%2AkKmS%CF%5B%AFS%8Ed%20l%20l2l%20tRl2tQtQtQ%7CRtRl2c%F0k%AFk%8Fk%CFcn%5Bn%5BNSMK%2CKK%20J%CDR%ECJ%CCR%8B%5B%20B%20%3A,0,0.00,NA,0,0,0,0,0,0,NA,96
pico_reply,21:30:32,%20h,0,0.00,NA,0,0,0,0,0,0,NA,96
camera,21:30:32,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,0,0,0,0,0,0,NA,96
camera,21:30:32,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,0,0,0,0,0,0,NA,96
camera,21:30:32,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,0,0,0,0,0,0,NA,96
pico_reply,21:30:32,%20%29%E7%29%E6%2A%201%E71%C61%C61%C61%C61%E62%202%201%E6%29%E61%E72%28%3A%27BhBgJ%881g%20%C5%20%E4%20%2F%20D%29%84%21e%21%85%20F%29%872%20%3A%A8K,0,0.00,NA,0,0,0,0,0,0,NA,96
camera,21:30:32,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,0,0,0,0,0,0,NA,96
camera,21:30:32,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,0,0,0,0,0,0,NA,96
camera,21:30:32,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,0,0,0,0,0,0,NA,96
pico_reply,21:30:32,%A5%29%A5%29%A51%C5%29%C5%29%C6%29%C5%29%C6%29%A6%29%A61%A6%29%851%A5%29%A5%29%A5%29%A5%29%A5%29%C6%29%A5%29%C5%29%A51%C5%29%C6%29%C5%29%C51%E51%C6%29%86%29E%21E%20%20%20e%29%C52%202%201%E71%E61%E61%E61%E61%C61%E62%20%3A%201%E61%C61%E71%C71%E72fB%A6%5B%20J%8A%29F%20%84%20%20%20%20%21c%29%85%21%85%21%85%29%A7%29%E82hK%2A%5BMK%20J%CB%5BLk%ADc%CDt%20s%EEt-tntPt0l%20k%EEc%CEc%CDc%ADc%ADSLSkSKSKK%2BJ%EAS,0,0.00,NA,0,0,0,0,0,0,NA,96
camera,21:30:32,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,0,0,0,0,0,0,NA,96
camera,21:30:32,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,0,0,0,0,0,0,NA,96
camera,21:30:32,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,0,0,0,0,0,0,NA,96
camera,21:30:32,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,0,0,0,0,0,0,NA,96
pico_reply,21:30:32,%20%E4%20%82%20%A2%20%A2%20%82%20%83,0,0.00,NA,0,0,0,0,0,0,NA,96
pico_reply,21:30:32,A%E8%21%26%20%E2%20%20%20C%21%851%A7%21%87%21%A6%2A%27B%E8%3B,0,0.00,NA,0,0,0,0,0,0,NA,96
camera,21:30:32,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,0,0,0,0,0,0,NA,96
camera,21:30:32,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,0,0,0,0,0,0,NA,96
camera,21:30:32,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,0,0,0,0,0,0,NA,96
pico_reply,21:30:32,%29%E6%29%C5%29%A5%29%C5%29%A5%29%A6%29%A5%29%A61%A51%A5%29%C5%29%C5%29%C5%29%C5%29%A51%A61%A61%A61%A6%29%C51%E51%E61%E52%20%3A%202%201%E5%29%E5%3A%201%C6%29e%21e%20D%21%E4%3AG1%E72%202%272%202%201%E61%E61%E71%E79%E72%202%20%2A%20%3A%202%26%3AE%5B%8A%5B%29BJ1%A7%20%C4%20%20%20%20%20D%21e%29%85%21f%21%A5%20%A6J%E7%3A%EB%3A%CBS%2C%5BMSll%20tPc%EFk%EFt%20t%2FtNtotOl.l%20l%20c%ADc%ADc%8D%5BlSlSK%5B%2CJ%EAK,0,0.00,NA,0,0,0,0,0,0,NA,96
camera,21:30:32,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,0,0,0,0,0,0,NA,96
pico_reply,21:30:32,%29%C5%29%C6%29%C6%29%C5%29%A5%29%A5%29%A5%29%A51%A6%29%A5%29%A5%29%C51%E5%29%E5%29%C5%29%A6%29%A5%29%C5%29%A5%29%85%29%A5%29%C5%29%A6%29%A5%29%86%21e1%E61%E61%C6%29%C6%29%A6%29%C6%29%A6%29%A6%29%A5%29%C51%E5%29%E61%E5%29%C5%29%A5%29%C6%29%A5%29%A6%29%A61%A61%A5%29%C6%29%A6%29%C6%29%C61%A6%29%C6%29%C6%29%C61%C61%C61%C61%C61%E62%202%201%E7%29%E6%29%C61%E61%A6%29%85%21D%20e%20d1%C62%282%272%202%202%202%201%E62%209%E79%E72%201%E72%202%20%2A%262%26%5B%8CB%C9S,0,0.00,NA,0,0,0,0,0,0,NA,96
pico_reply,21:30:32,J%8A%29%27%20%C4%21%23%20%20%21d%29%A6%29%85%29%A6%20F2G%3A%A8SK%5BkS%2B%5BL%5Bmc%CEk%EEt%2Ft%2Ft%2FtOl%2Ft%2Fl%2Fd%20l%20c%ADc%AD%5B%8DSMSlSLS%2CS%2BR%EBS,0,0.00,NA,0,0,0,0,0,0,NA,96
camera,21:30:32,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,0,0,0,0,0,0,NA,96
pico_reply,21:30:32,%29%C6%29%A5%29%A5%29%A5%29%A5%29%A5%29%A5%29%A6%29%A6%29%A5%29%A5%29%E5%29%C5%29%A51%A51%A5%29%A5%29%A5%29%A6%29%85%29%A5%29%A5%29%A6%29%A6%29%851%E61%E61%A6%29%A5%29%A5%29%A6%29%C6%29%C62%20%29%E6%29%C6%21%A61%C51%C6%29%C5%29%A61%A61%A61%A6%29%C5%29%C61%A51%A61%C6%29%C6%29%C6%29%A6%29%A6%29%C61%C61%C51%C61%E61%C62%20%3A%271%E7%29%E61%E59%E6%29%86%29%A5%21%A5%29%85%21F%20%24%29%C5%3Ag1%E72%202%201%E61%E72%202%201%E72%201%E69%E71%C6%2A%20%29%C6%3AI2%26K%20cIJ%2A1g%20%C3%20%20%20D%29%85%29%A6%29%C6%29%87%20%A6%20%C5%3A%A9KjKKSM%5BK%5B%8E%5B%ADl%2Fl%2Fl%2Ft%2Ft%20t%20t%2Fl%2Fl%20c%CEc%EDc%CD%5B%8E%5Bm%5B%2CS%20%5B%2BS%20S,0,0.00,NA,0,0,0,0,0,0,NA,96
camera,21:30:32,Camera%2Fcontrol%20line%20discarded%3A%20too%20long,0,0.00,NA,0,0,0,0,0,0,NA,96
