type,received_at,event_text_encoded,uptime_s,temp_c,gyro_z_dps,command_value,random,pd0,pd1,pd2,pd3,photoreflector_adc,wifi_signal_quality
telemetry,18:12:58,,238,26.57,0.73,10,260,766,770,769,768,985,95
telemetry,18:12:58,,238,25.16,0.79,10,895,766,770,768,768,718,95
pc_command,18:12:58,0,0,0.00,NA,0,0,0,0,0,0,NA,95
pico_reply,18:12:58,ACK%2CSET_VALUE%2C0,0,0.00,NA,0,0,0,0,0,0,NA,95
telemetry,18:12:59,,239,26.57,0.54,0,386,766,770,769,768,880,95
telemetry,18:12:59,,239,26.10,0.42,0,150,766,770,769,768,991,95
telemetry,18:13:00,,240,26.10,0.06,0,283,766,770,769,768,760,95
telemetry,18:13:00,,240,30.31,0.12,0,880,766,770,768,768,719,95
telemetry,18:13:01,,241,26.10,0.30,0,997,766,770,768,768,821,95
telemetry,18:13:01,,241,26.10,0.24,0,303,766,770,768,768,988,95
pc_command,18:13:01,CAPTURE,0,0.00,NA,0,0,0,0,0,0,NA,95
pico_reply,18:13:01,ACK%2CCAPTURE,0,0.00,NA,0,0,0,0,0,0,NA,95
camera,18:13:04,Camera%20image%20saved%3A%20camera_20260910_181304_370.bmp,0,0.00,NA,0,0,0,0,0,0,NA,95
telemetry,18:13:04,,244,24.69,0.24,0,694,760,774,769,768,974,95
telemetry,18:13:04,,245,26.57,0.00,0,47,766,770,769,768,668,95
telemetry,18:13:05,,245,26.57,0.18,0,87,766,770,769,768,702,95
telemetry,18:13:05,,246,25.16,-1.34,0,798,766,770,768,768,842,95
telemetry,18:13:06,,246,26.57,0.06,0,154,766,770,768,768,955,95
telemetry,18:13:06,,247,25.16,0.42,0,790,767,770,768,768,992,95
telemetry,18:13:07,,247,26.10,0.48,0,503,766,771,769,768,822,95
telemetry,18:13:07,,248,26.10,0.30,0,506,763,769,769,767,591,95
telemetry,18:13:08,,248,26.57,-1.28,0,173,764,768,768,766,591,95
telemetry,18:13:08,,249,24.69,0.18,0,416,766,769,767,767,781,95
telemetry,18:13:09,,249,26.10,0.24,0,487,766,770,769,768,991,95
telemetry,18:13:09,,250,26.10,0.42,0,987,766,770,768,768,965,95
telemetry,18:13:10,,250,24.69,0.12,0,265,766,770,768,768,759,95
telemetry,18:13:10,,251,26.10,0.30,0,863,765,770,769,768,599,95
telemetry,18:13:11,,251,27.03,0.30,0,965,766,770,768,768,589,95
telemetry,18:13:11,,252,24.22,38.47,0,348,765,767,764,767,737,95
telemetry,18:13:12,,252,25.16,6.52,0,112,758,768,765,767,989,95
telemetry,18:13:12,,253,26.10,-16.89,0,472,487,759,767,769,988,95
telemetry,18:13:13,,253,26.57,-10.79,0,78,339,756,771,770,796,95
telemetry,18:13:13,,254,26.10,-2.62,0,291,390,687,771,771,554,95
telemetry,18:13:14,,254,26.57,2.01,0,880,419,700,771,771,674,95
telemetry,18:13:14,,255,26.10,6.09,0,717,423,699,770,770,866,95
pc_command,18:13:15,CAPTURE,0,0.00,NA,0,0,0,0,0,0,NA,95
pico_reply,18:13:15,ACK%2CCAPTURE,0,0.00,NA,0,0,0,0,0,0,NA,95
camera,18:13:17,Camera%20image%20saved%3A%20camera_20260910_181317_473.bmp,0,0.00,NA,0,0,0,0,0,0,NA,93
telemetry,18:13:17,,256,26.10,0.85,0,277,419,692,770,770,991,93
telemetry,18:13:17,,256,26.10,-1.15,0,657,405,693,770,770,983,93
telemetry,18:13:17,,257,25.63,-3.04,0,609,401,729,770,771,636,93
telemetry,18:13:17,,257,26.10,0.60,0,636,401,699,770,770,672,93
telemetry,18:13:18,,258,26.57,4.93,0,579,473,665,771,771,583,93
telemetry,18:13:20,,258,26.10,1.09,0,378,491,576,772,771,797,93
telemetry,18:13:20,,259,26.10,52.50,0,4,461,757,771,771,916,93
telemetry,18:13:20,,259,26.10,62.25,0,161,342,706,771,771,990,93
telemetry,18:13:20,,260,26.10,-92.80,0,357,392,688,772,771,896,93
telemetry,18:13:20,,260,26.10,-17.43,0,367,214,756,772,769,761,93
telemetry,18:13:21,,261,26.10,-18.41,0,497,197,758,771,769,555,93
telemetry,18:13:21,,262,25.63,2.37,0,234,206,746,772,769,661,93
telemetry,18:13:22,,262,25.16,-29.39,0,620,333,578,764,769,845,93
telemetry,18:13:22,,263,26.10,-15.30,0,991,226,608,701,767,923,93
telemetry,18:13:23,,263,25.16,-22.62,0,731,323,686,336,766,988,93
telemetry,18:13:23,,264,25.16,8.53,0,504,149,755,758,766,991,93
telemetry,18:13:24,,264,26.10,2.92,0,375,149,756,754,766,873,93
telemetry,18:13:24,,265,25.63,0.12,0,787,765,769,768,768,596,93
telemetry,18:13:25,,265,25.63,-1.03,0,214,765,769,768,768,706,93
telemetry,18:13:25,,266,25.63,0.97,0,495,765,769,768,768,610,93
telemetry,18:13:26,,266,24.69,0.30,0,879,765,769,769,768,782,93
telemetry,18:13:26,,267,25.63,0.24,0,913,765,770,768,768,971,93
telemetry,18:13:27,,267,26.10,0.12,0,861,765,769,768,768,987,93
telemetry,18:13:27,,268,26.10,-1.09,0,677,765,769,768,768,989,93
telemetry,18:13:28,,268,26.10,0.12,0,993,765,770,768,768,850,93
telemetry,18:13:28,,269,26.57,0.48,0,35,765,769,768,768,616,93
telemetry,18:13:29,,269,27.03,0.60,0,992,765,769,768,768,691,93
telemetry,18:13:29,,270,26.10,-1.89,0,261,765,769,768,768,584,93
telemetry,18:13:30,,270,26.10,1.21,0,18,765,770,768,768,831,93
telemetry,18:13:30,,271,25.63,0.30,0,174,765,769,769,768,903,93
telemetry,18:13:31,,271,26.57,0.36,0,624,765,769,768,768,988,93
telemetry,18:13:31,,272,26.10,0.60,0,669,765,770,768,767,988,93
telemetry,18:13:32,,272,26.10,-1.03,0,422,765,770,768,767,916,93
telemetry,18:13:32,,273,25.63,0.30,0,20,765,770,768,767,679,93
pc_command,18:13:33,-10,0,0.00,NA,0,0,0,0,0,0,NA,93
pico_reply,18:13:33,ACK%2CSET_VALUE%2C-10,0,0.00,NA,0,0,0,0,0,0,NA,93
telemetry,18:13:33,,273,26.57,0.06,-10,647,765,770,768,767,563,93
telemetry,18:13:33,,274,25.63,0.12,-10,719,765,770,768,767,563,93
telemetry,18:13:34,,274,25.63,0.06,-10,108,766,769,768,767,563,93
telemetry,18:13:34,,275,25.63,0.12,-10,50,764,769,768,767,563,93
telemetry,18:13:35,,275,26.10,0.00,-10,495,764,769,768,768,564,93
telemetry,18:13:35,,276,25.63,0.06,-10,441,763,769,768,768,563,93
telemetry,18:13:36,,276,24.69,0.12,-10,152,764,769,768,768,563,93
telemetry,18:13:36,,277,26.10,0.12,-10,863,765,769,768,767,563,93
