type,received_at,event_text_encoded,uptime_s,temp_c,gyro_z_dps,command_value,random,pd0,pd1,pd2,pd3,photoreflector_adc,wifi_signal_quality
telemetry,17:53:17,,1129,24.69,0.00,-10,813,521,451,759,765,655,99
telemetry,17:53:17,,1130,26.10,0.18,-10,68,540,465,759,765,655,99
telemetry,17:53:18,,1130,26.57,0.06,-10,632,533,457,759,765,655,99
telemetry,17:53:18,,1131,25.63,0.12,-10,820,526,456,759,765,655,99
telemetry,17:53:19,,1131,25.16,0.73,-10,912,541,468,759,765,654,99
telemetry,17:53:19,,1132,24.69,0.12,-10,260,523,453,759,765,655,99
telemetry,17:53:20,,1132,24.69,0.00,-10,20,539,468,759,765,656,99
telemetry,17:53:20,,1133,26.10,0.06,-10,610,529,461,759,765,655,99
telemetry,17:53:21,,1133,25.16,0.42,-10,842,488,455,759,765,655,99
pc_command,17:53:21,CAPTURE_TEST,0,0.00,NA,0,0,0,0,0,0,NA,99
pico_reply,17:53:21,ACK%2CCAPTURE,0,0.00,NA,0,0,0,0,0,0,NA,99
camera,17:53:22,Camera%20image%20saved%3A%20camera_20260910_175322_581.bmp,0,0.00,NA,0,0,0,0,0,0,NA,99
telemetry,17:53:22,,1135,25.63,0.06,-10,917,523,457,759,765,653,99
telemetry,17:53:23,,1135,26.10,0.18,-10,347,539,472,759,765,655,99
telemetry,17:53:23,,1136,24.22,0.00,-10,249,523,460,758,765,655,99
telemetry,17:53:24,,1136,25.16,0.06,-10,997,534,467,759,765,655,99
telemetry,17:53:24,,1137,25.16,0.18,-10,151,521,460,759,765,655,99
telemetry,17:53:25,,1137,24.69,0.00,-10,34,537,475,759,765,655,99
telemetry,17:53:25,,1138,26.57,0.00,-10,72,521,462,759,765,655,99
telemetry,17:53:26,,1138,25.16,0.06,-10,209,526,467,759,765,655,99
telemetry,17:53:26,,1139,24.69,0.18,-10,470,535,474,759,765,654,99
telemetry,17:53:27,,1139,25.16,0.12,-10,867,498,458,759,765,655,99
telemetry,17:53:27,,1140,25.63,0.12,-10,266,561,476,759,765,655,99
telemetry,17:53:28,,1140,25.63,0.06,-10,604,498,463,759,765,655,99
telemetry,17:53:28,,1141,24.69,0.06,-10,520,488,458,758,765,655,99
telemetry,17:53:29,,1141,25.16,0.06,-10,691,554,472,759,765,655,99
telemetry,17:53:29,,1142,25.16,0.12,-10,906,516,456,759,765,655,99
pc_command,17:53:29,CAPTURE_TESTCAPTURE_TEST,0,0.00,NA,0,0,0,0,0,0,NA,99
pico_reply,17:53:29,PICO_REPLY%3A%20CAPTURE_TESTCAPTURE_TEST,0,0.00,NA,0,0,0,0,0,0,NA,99
telemetry,17:53:30,,1142,27.97,0.12,-10,247,564,463,758,765,654,99
telemetry,17:53:30,,1143,25.16,0.00,-10,563,591,474,759,765,655,99
telemetry,17:53:31,,1143,25.16,0.18,-10,192,572,457,758,765,655,99
telemetry,17:53:31,,1144,24.22,0.06,-10,871,586,471,758,765,655,99
telemetry,17:53:32,,1144,25.16,0.18,-10,521,524,466,759,765,655,99
telemetry,17:53:32,,1145,24.22,0.30,-10,199,523,459,758,765,654,99
telemetry,17:53:33,,1145,25.63,0.12,-10,617,533,472,759,765,655,99
telemetry,17:53:33,,1146,26.57,0.18,-10,39,518,458,759,765,655,99
telemetry,17:53:34,,1146,25.16,0.12,-10,599,524,465,758,765,654,99
telemetry,17:53:34,,1147,25.16,0.06,-10,638,534,470,758,765,655,99
telemetry,17:53:35,,1147,25.16,0.12,-10,792,520,455,758,765,655,99
telemetry,17:53:35,,1148,25.16,0.00,-10,763,530,469,758,764,655,99
telemetry,17:53:36,,1148,25.16,0.06,-10,863,519,463,756,765,655,99
telemetry,17:53:36,,1149,24.69,0.06,-10,453,509,455,754,765,655,99
telemetry,17:53:37,,1149,25.16,0.12,-10,986,530,470,751,765,654,99
telemetry,17:53:37,,1150,25.63,0.06,-10,644,513,455,749,765,655,99
telemetry,17:53:38,,1150,24.69,0.06,-10,448,522,461,750,765,655,99
telemetry,17:53:38,,1151,25.16,0.06,-10,674,523,466,753,765,655,99
telemetry,17:53:39,,1151,26.10,0.12,-10,826,451,451,755,765,655,99
telemetry,17:53:39,,1152,24.22,-1.03,-10,488,456,461,757,765,654,99
telemetry,17:53:40,,1152,25.16,0.06,-10,211,446,458,756,765,654,99
telemetry,17:53:40,,1153,25.16,0.00,-10,43,437,450,755,765,654,99
telemetry,17:53:41,,1153,25.16,0.06,-10,173,456,466,757,765,654,99
telemetry,17:53:41,,1154,25.16,0.00,-10,105,447,455,759,765,654,99
telemetry,17:53:42,,1154,26.10,0.00,-10,711,442,453,758,765,654,99
telemetry,17:53:42,,1155,24.69,0.06,-10,389,452,463,759,765,654,99
telemetry,17:53:43,,1155,25.63,0.06,-10,699,500,451,759,765,654,99
telemetry,17:53:43,,1156,24.69,0.06,-10,759,535,463,759,765,654,99
pc_command,17:53:43,CAPTURE_TEST,0,0.00,NA,0,0,0,0,0,0,NA,99
pico_reply,17:53:44,ACK%2CCAPTURE,0,0.00,NA,0,0,0,0,0,0,NA,99
camera,17:53:45,Camera%20image%20saved%3A%20camera_20260910_175345_102.bmp,0,0.00,NA,0,0,0,0,0,0,NA,99
telemetry,17:53:45,,1157,25.16,0.12,-10,627,521,466,759,765,654,99
telemetry,17:53:45,,1158,24.69,0.06,-10,643,505,449,759,765,654,99
telemetry,17:53:46,,1158,26.10,0.06,-10,438,521,465,759,765,654,99
telemetry,17:53:46,,1159,25.16,0.06,-10,239,513,456,760,765,654,99
telemetry,17:53:47,,1159,24.69,0.18,-10,178,510,455,759,765,654,99
telemetry,17:53:47,,1160,25.63,0.06,-10,598,516,466,760,765,654,99
telemetry,17:53:48,,1160,25.16,0.00,-10,179,503,454,760,765,653,99
telemetry,17:53:48,,1161,25.16,0.24,-10,997,510,461,760,765,654,99
telemetry,17:53:49,,1161,25.16,0.06,-10,382,524,468,760,765,654,99
telemetry,17:53:49,,1162,26.10,0.00,-10,106,507,453,760,765,653,99
telemetry,17:53:50,,1162,25.16,0.18,-10,869,513,463,759,765,653,99
telemetry,17:53:50,,1163,25.16,0.12,-10,300,521,464,760,765,654,99
telemetry,17:53:51,,1163,25.16,0.00,-10,58,511,458,759,765,654,99
telemetry,17:53:51,,1164,25.16,0.12,-10,826,512,459,760,765,654,99
telemetry,17:53:52,,1164,25.16,0.00,-10,820,508,455,759,765,654,99
telemetry,17:53:52,,1165,24.69,0.06,-10,456,532,468,760,765,654,99
telemetry,17:53:53,,1165,25.16,0.18,-10,620,519,454,760,765,654,99
telemetry,17:53:53,,1166,24.69,0.24,-10,321,513,452,759,765,653,99
telemetry,17:53:54,,1166,24.22,0.00,-10,795,531,463,760,765,654,99
telemetry,17:53:54,,1167,25.16,0.06,-10,832,516,450,759,765,654,99
telemetry,17:53:55,,1167,25.16,0.12,-10,318,532,462,760,765,654,99
telemetry,17:53:55,,1168,25.16,0.06,-10,979,513,450,759,765,654,99
telemetry,17:53:56,,1168,24.22,0.12,-10,611,531,466,760,765,654,99
telemetry,17:53:56,,1169,25.16,0.12,-10,167,534,465,760,765,654,99
telemetry,17:53:57,,1169,25.16,0.12,-10,33,510,452,760,765,654,99
telemetry,17:53:57,,1170,25.63,0.42,-10,263,524,469,760,765,654,99
telemetry,17:53:58,,1170,23.76,0.06,-10,879,518,467,760,765,653,99
telemetry,17:53:58,,1171,25.16,0.18,-10,868,509,465,759,765,654,99
